time,x-acceleration,y-acceleration,z-acceleration,x-rotation,y-rotation,z-rotation
10.28,0.758,0.29,0.882,-26.444,20.431,-82.679
10.3,0.672,0.188,0.826,-31.021,20.5395,-64.9445
10.32,0.696,0.225,0.904,-35.598,20.648,-47.21
10.34,0.766,0.132,0.87,-28.005,11.1625,-36.3565
10.36,0.658,-0.015,0.726,-20.412,1.677,-25.503
10.38,0.59,-0.002,0.731,-14.619,-10.783,-6.1129999999999995
10.4,0.533,0.058,0.746,-8.826,-23.243,13.277
10.42,0.549,0.172,0.837,-7.2940000000000005,-39.325500000000005,37.815999999999995
10.44,0.648,0.16,0.922,-5.762,-55.408,62.355
10.46,0.561,0.013,0.806,14.817,-71.654,56.6845
10.48,0.621,0.019,0.808,35.396,-87.9,51.014
10.5,0.624,0.014,0.832,35.122,-88.06200000000001,68.35000000000001
10.52,0.567,-0.008,0.818,34.848,-88.224,85.686
10.54,0.587,0.002,0.808,50.545,-85.5295,79.7865
10.56,0.592,-0.006,0.798,66.242,-82.835,73.887
10.58,0.651,0.006,0.808,67.881,-71.28999999999999,73.67
10.6,0.625,0.061,0.823,69.52,-59.745,73.453
10.62,0.61,0.047,0.792,59.092999999999996,-45.928,81.5835
10.64,0.618,0.011,0.787,48.666,-32.111,89.714
10.66,0.601,0.037,0.81,58.588,-27.6445,65.299
10.68,0.611,0.023,0.796,68.51,-23.178,40.884
10.7,0.654,-0.008,0.759,55.32000000000001,-8.9175,40.305
10.72,0.611,0.011,0.799,42.13,5.343,39.726
10.74,0.613,0.016,0.796,34.859,21.773999999999997,31.698
10.76,0.62,0.013,0.789,27.588,38.205,23.67
10.78,0.619,0.016,0.792,22.4125,43.3785,0.16199999999999903
10.8,0.616,0.017,0.791,17.237,48.552,-23.346
10.82,0.618,0.017,0.792,-13.714000000000002,56.1055,-20.183
10.84,0.618,0.016,0.793,-44.665,63.659,-17.02
10.86,0.618,0.015,0.792,-42.555499999999995,60.867000000000004,-39.24549999999999
10.88,0.616,0.016,0.794,-40.446,58.075,-61.471
10.9,0.617,0.014,0.793,-28.351999999999997,55.9885,-86.191
10.92,0.618,0.014,0.791,-16.258,53.902,-110.911
10.94,0.619,0.015,0.792,-44.825,52.4845,-87.22
10.96,0.619,0.016,0.792,-73.392,51.067,-63.529
10.98,0.619,0.016,0.793,-67.6545,51.6575,-61.9055
11.0,0.618,0.017,0.792,-61.917,52.248,-60.282
11.02,0.618,0.017,0.792,-55.1545,42.9475,-61.717
11.04,0.617,0.015,0.791,-48.392,33.647,-63.152
11.06,0.617,0.013,0.792,-46.444500000000005,28.628,-50.7225
11.08,0.616,0.013,0.793,-44.497,23.609,-38.293
11.1,0.617,0.016,0.794,-23.634,14.1485,-41.976
11.12,0.619,0.019,0.791,-2.771,4.688,-45.659
11.14,0.618,0.018,0.79,-3.152,-7.4485,-31.0135
11.16,0.619,0.017,0.791,-3.533,-19.585,-16.368
11.18,0.618,0.015,0.792,-4.255,-31.936,2.334500000000002
11.2,0.618,0.014,0.793,-4.977,-44.287,21.037
11.22,0.618,0.016,0.793,4.933499999999999,-61.589,27.973
11.24,0.617,0.016,0.792,14.844,-78.891,34.909
11.26,0.618,0.017,0.793,23.610999999999997,-86.0195,43.935
11.28,0.615,0.016,0.793,32.378,-93.148,52.961
11.3,0.618,0.015,0.794,38.588,-95.846,55.641999999999996
11.32,0.619,0.015,0.793,44.798,-98.544,58.323
11.34,0.619,0.014,0.793,48.801500000000004,-92.7915,58.607
11.36,0.619,0.014,0.794,52.805,-87.039,58.891
11.38,0.617,0.015,0.793,57.713499999999996,-73.1805,60.653499999999994
11.4,0.617,0.016,0.793,62.622,-59.322,62.416
11.42,0.617,0.016,0.792,59.5235,-47.582,55.064499999999995
11.44,0.619,0.015,0.792,56.425,-35.842,47.713
11.46,0.619,0.014,0.792,44.980999999999995,-22.701999999999998,42.545500000000004
11.48,0.619,0.014,0.792,33.537,-9.562,37.378
11.5,0.619,0.015,0.793,31.6445,5.017000000000001,25.3315
11.52,0.617,0.016,0.792,29.752,19.596,13.285
11.54,0.617,0.016,0.794,18.2085,30.408,0.9849999999999994
11.56,0.617,0.016,0.794,6.665,41.22,-11.315
11.58,0.617,0.015,0.791,-16.330000000000002,59.884,-2.599
11.6,0.617,0.015,0.791,-39.325,78.548,6.117
11.62,0.617,0.016,0.794,-21.425,79.5615,-24.575
11.64,0.618,0.015,0.791,-3.525,80.575,-55.267
11.66,0.617,0.015,0.791,-15.583,77.1015,-59.556
11.68,0.617,0.016,0.794,-27.641,73.628,-63.845
11.7,0.617,0.016,0.793,-38.105999999999995,66.3985,-61.122
11.72,0.617,0.017,0.791,-48.571,59.169,-58.399
11.74,0.618,0.015,0.792,-48.003,55.619,-58.5975
11.76,0.619,0.015,0.79,-47.435,52.069,-58.796
11.78,0.617,0.016,0.792,-45.325500000000005,44.6415,-49.68
11.8,0.617,0.016,0.794,-43.216,37.214,-40.564
11.82,0.617,0.017,0.792,-23.197,31.872999999999998,-49.9675
11.84,0.616,0.016,0.792,-3.178,26.532,-59.371
11.86,0.619,0.015,0.793,-23.237000000000002,22.1725,-29.914
11.88,0.619,0.014,0.791,-43.296,17.813,-0.457
11.9,0.618,0.016,0.792,-30.7125,7.048499999999999,-8.18
11.92,0.619,0.018,0.792,-18.129,-3.716,-15.903
11.94,0.617,0.017,0.795,-18.474,-5.2705,-9.0965
11.96,0.618,0.017,0.793,-18.819,-6.825,-2.29
11.98,0.62,0.015,0.793,-17.929000000000002,-22.9895,2.348
12.0,0.619,0.016,0.792,-17.039,-39.154,6.986
12.02,0.617,0.016,0.792,-9.697000000000001,-53.47200000000001,4.359999999999999
12.04,0.618,0.016,0.791,-2.355,-67.79,1.734
12.06,0.618,0.018,0.792,-1.2345,-75.5545,15.8575
12.08,0.618,0.017,0.792,-0.114,-83.319,29.981
12.1,0.618,0.015,0.791,9.133,-91.3335,32.155
12.12,0.619,0.015,0.791,18.38,-99.348,34.329
12.14,0.617,0.016,0.791,25.369500000000002,-91.227,35.0305
12.16,0.619,0.016,0.794,32.359,-83.106,35.732
12.18,0.618,0.016,0.793,38.472,-68.55,42.141999999999996
12.2,0.617,0.017,0.793,44.585,-53.994,48.552
12.22,0.618,0.017,0.795,42.0255,-38.102000000000004,55.991
12.24,0.618,0.015,0.793,39.466,-22.21,63.43
12.26,0.618,0.015,0.792,37.782,-2.1110000000000007,52.946
12.28,0.618,0.015,0.791,36.098,17.988,42.462
12.3,0.617,0.015,0.792,47.3975,20.238500000000002,22.328500000000002
12.32,0.618,0.016,0.792,58.697,22.489,2.195
12.34,0.618,0.017,0.792,50.0115,23.091,-2.9440000000000004
12.36,0.619,0.016,0.792,41.326,23.693,-8.083
12.38,0.619,0.015,0.793,21.6195,31.5015,-14.6035
12.4,0.617,0.015,0.792,1.913,39.31,-21.124
12.42,0.617,0.015,0.792,-5.2915,43.1495,-33.264
12.44,0.618,0.015,0.791,-12.496,46.989,-45.404
12.46,0.618,0.014,0.792,-20.059,44.611,-54.441500000000005
12.48,0.619,0.016,0.791,-27.622,42.233,-63.479
12.5,0.619,0.015,0.792,-38.754000000000005,39.417,-54.872
12.52,0.618,0.016,0.792,-49.886,36.601,-46.265
12.54,0.618,0.016,0.791,-52.264,34.980999999999995,-46.320499999999996
12.56,0.619,0.015,0.793,-54.642,33.361,-46.376
12.58,0.617,0.016,0.792,-41.618,48.843,-63.1215
12.6,0.618,0.017,0.792,-28.594,64.325,-79.867
12.62,0.617,0.015,0.791,-25.995,79.569,-65.89750000000001
12.64,0.618,0.014,0.793,-23.396,94.813,-51.928
12.66,0.619,0.015,0.791,-14.5465,84.373,-44.161500000000004
12.68,0.618,0.016,0.793,-5.697,73.933,-36.395
12.7,0.617,0.015,0.794,6.168499999999999,47.7075,-39.28
12.72,0.616,0.016,0.793,18.034,21.482,-42.165
12.74,0.618,0.014,0.793,12.584,18.1285,-33.0965
12.76,0.618,0.016,0.794,7.134,14.775,-24.028
12.78,0.618,0.015,0.793,8.351500000000001,10.8955,-25.1505
12.8,0.619,0.016,0.79,9.569,7.016,-26.273
12.82,0.619,0.017,0.79,1.7774999999999999,6.917,-9.577000000000002
12.84,0.617,0.018,0.792,-6.014,6.818,7.119
12.86,0.616,0.017,0.794,-7.788,8.914,17.5895
12.88,0.617,0.015,0.792,-9.562,11.01,28.06
12.9,0.618,0.013,0.792,-5.670999999999999,10.5755,23.8755
12.92,0.618,0.013,0.794,-1.78,10.141,19.691
12.94,0.618,0.016,0.795,-5.5775,15.093499999999999,20.276
12.96,0.618,0.018,0.793,-9.375,20.046,20.861
12.98,0.617,0.018,0.792,-15.802,28.716,29.5465
13.0,0.618,0.016,0.79,-22.229,37.386,38.232
13.02,0.618,0.016,0.79,-19.253,26.963,33.735
13.04,0.618,0.015,0.791,-16.277,16.54,29.238
13.06,0.618,0.015,0.791,-16.66,21.4635,36.315
13.08,0.617,0.016,0.791,-17.043,26.387,43.392
13.1,0.618,0.017,0.792,-19.249499999999998,28.769,43.6665
13.12,0.618,0.016,0.791,-21.456,31.151,43.941
13.14,0.618,0.015,0.791,-7.501999999999999,9.440000000000001,16.557000000000002
13.16,0.618,0.015,0.792,6.452,-12.271,-10.827
13.18,0.618,0.014,0.794,2.0484999999999998,-5.615500000000001,-7.321
13.2,0.618,0.013,0.793,-2.355,1.04,-3.815
13.22,0.618,0.015,0.793,-5.446,2.37,3.565
13.24,0.617,0.016,0.793,-8.537,3.7,10.945
13.26,0.619,0.017,0.791,-7.9025,5.8325,11.629000000000001
13.28,0.618,0.017,0.791,-7.268,7.965,12.313
13.3,0.618,0.016,0.793,-5.025,4.654999999999999,8.607
13.32,0.618,0.015,0.793,-2.782,1.345,4.901
13.34,0.617,0.015,0.793,-1.692,-0.3699999999999999,2.0235
13.36,0.618,0.016,0.791,-0.602,-2.085,-0.854
13.38,0.618,0.016,0.792,-0.8859999999999999,-0.9224999999999999,2.113
13.4,0.617,0.016,0.791,-1.17,0.24,5.08
13.42,0.619,0.015,0.793,0.6460000000000001,-7.201,2.132
13.44,0.619,0.014,0.793,2.462,-14.642,-0.816
13.46,0.618,0.014,0.793,4.2625,-13.4755,-3.1614999999999998
13.48,0.618,0.015,0.791,6.063,-12.309,-5.507
13.5,0.618,0.018,0.789,2.5115,-7.8294999999999995,1.1165000000000003
13.52,0.617,0.018,0.793,-1.04,-3.35,7.74
13.54,0.618,0.015,0.793,2.1495,-8.0185,1.5869999999999997
13.56,0.618,0.016,0.794,5.339,-12.687,-4.566
13.58,0.617,0.016,0.791,5.2305,-6.074999999999999,-2.186
13.6,0.617,0.017,0.793,5.122,0.537,0.194
13.62,0.619,0.016,0.792,3.165,2.456,3.965
13.64,0.619,0.016,0.792,1.208,4.375,7.736
13.66,0.619,0.015,0.791,4.036,-0.5890000000000004,1.6764999999999999
13.68,0.616,0.016,0.791,6.864,-5.553,-4.383
13.7,0.617,0.016,0.793,7.919499999999999,-4.497,-6.410500000000001
13.72,0.618,0.015,0.793,8.975,-3.441,-8.438
13.74,0.618,0.015,0.791,8.685500000000001,-5.0495,-7.035500000000001
13.76,0.619,0.015,0.792,8.396,-6.658,-5.633
13.78,0.619,0.016,0.793,5.2195,-5.69,-1.6520000000000001
13.8,0.617,0.017,0.791,2.043,-4.722,2.329
13.82,0.617,0.016,0.794,0.37349999999999994,-2.6565000000000003,4.1370000000000005
13.84,0.618,0.017,0.796,-1.296,-0.591,5.945
13.86,0.617,0.016,0.791,-0.2935000000000001,0.16949999999999998,3.9785000000000004
13.88,0.618,0.015,0.792,0.709,0.93,2.012
13.9,0.619,0.016,0.792,2.6355,-2.0119999999999996,-1.9929999999999999
13.92,0.619,0.015,0.794,4.562,-4.954,-5.998
13.94,0.618,0.015,0.792,3.5825000000000005,-3.3895,-4.9445
13.96,0.619,0.017,0.792,2.603,-1.825,-3.891
13.98,0.618,0.017,0.791,-0.6629999999999998,1.997,1.2330000000000005
14.0,0.618,0.017,0.791,-3.929,5.819,6.357
14.02,0.618,0.016,0.792,-4.6625,4.0035,6.4045000000000005
14.04,0.618,0.015,0.792,-5.396,2.188,6.452
14.06,0.619,0.015,0.792,-3.662,0.877,2.805
14.08,0.617,0.015,0.792,-1.928,-0.434,-0.842
14.1,0.617,0.018,0.793,-2.7035,-1.185,-3.7825
14.12,0.618,0.017,0.793,-3.479,-1.936,-6.723
14.14,0.618,0.015,0.793,-7.7,-1.8980000000000001,-4.223
14.16,0.618,0.015,0.793,-11.921,-1.86,-1.723
14.18,0.619,0.016,0.792,-13.352,-3.7005,-2.7535
14.2,0.619,0.017,0.792,-14.783,-5.541,-3.784
14.22,0.619,0.016,0.792,-21.957,-7.4885,-3.7935
14.24,0.617,0.015,0.793,-29.131,-9.436,-3.803
14.26,0.618,0.015,0.794,-26.7075,-21.2235,-12.200499999999998
14.28,0.617,0.016,0.793,-24.284,-33.011,-20.598
14.3,0.617,0.016,0.792,-22.2085,-39.92,-15.44
14.32,0.618,0.015,0.793,-20.133,-46.829,-10.282
14.34,0.618,0.015,0.792,-18.79,-49.757999999999996,4.5275
14.36,0.618,0.016,0.79,-17.447,-52.687,19.337
14.38,0.619,0.016,0.79,-10.732,-56.421499999999995,19.990499999999997
14.4,0.618,0.014,0.792,-4.017,-60.156,20.644
14.42,0.618,0.016,0.792,17.747500000000002,-57.334,5.0649999999999995
14.44,0.619,0.016,0.791,39.512,-54.512,-10.514
14.46,0.619,0.017,0.792,44.714,-42.502,11.248500000000003
14.48,0.618,0.016,0.792,49.916,-30.492,33.011
14.5,0.618,0.014,0.791,49.474,-19.8555,36.1835
14.52,0.619,0.016,0.792,49.032,-9.219,39.356
14.54,0.617,0.016,0.794,49.9525,0.05500000000000149,18.9195
14.56,0.618,0.015,0.791,50.873,9.329,-1.517
14.58,0.609,0.004,0.795,39.641999999999996,19.4075,4.433999999999999
14.6,0.597,-0.002,0.811,28.411,29.486,10.385
14.62,0.605,0.009,0.799,23.428,37.788000000000004,-3.3420000000000005
14.64,0.563,-0.012,0.842,18.445,46.09,-17.069
14.66,0.527,0.001,0.866,-0.4095000000000013,49.834500000000006,-19.7195
14.68,0.608,0.066,0.808,-19.264,53.579,-22.37
14.7,0.708,0.152,0.711,-29.500500000000002,53.213,-22.536
14.72,0.642,0.04,0.77,-39.737,52.847,-22.702
14.74,0.681,-0.026,0.744,-44.1785,46.3795,-34.7275
14.76,0.675,-0.034,0.748,-48.62,39.912,-46.753
14.78,0.647,0.031,0.824,-58.342,32.2255,-40.7125
14.8,0.619,0.178,0.87,-68.064,24.539,-34.672
14.82,0.553,0.26,0.873,-70.9565,12.7515,-26.3605
14.84,0.643,0.274,0.839,-73.849,0.964,-18.049
14.86,0.677,0.198,0.774,-73.43350000000001,-9.609499999999999,-13.0415
14.88,0.593,0.132,0.764,-73.018,-20.183,-8.034
14.9,0.609,0.233,0.73,-43.1135,-30.751,-15.989
14.92,0.558,0.364,0.738,-13.209,-41.319,-23.944
14.94,0.478,0.405,0.686,-1.8010000000000002,-48.1555,-12.4635
14.96,0.471,0.499,0.565,9.607,-54.992,-0.983
14.98,0.479,0.591,0.526,17.418,-62.924499999999995,8.9405
15.0,0.468,0.619,0.499,25.229,-70.857,18.864
15.02,0.446,0.659,0.52,27.807000000000002,-71.4005,30.9375
15.04,0.424,0.654,0.5,30.385,-71.944,43.011
15.06,0.409,0.836,0.44,39.213,-61.7475,51.717
15.08,0.416,0.809,0.41,48.041,-51.551,60.423
15.1,0.384,0.791,0.447,56.61,-44.0375,55.177
15.12,0.349,0.821,0.443,65.179,-36.524,49.931
15.14,0.335,0.834,0.45,66.414,-27.6485,48.277
15.16,0.294,0.832,0.448,67.649,-18.773,46.623
15.18,0.339,0.84,0.386,58.975,-7.637499999999999,45.8705
15.2,0.382,0.846,0.353,50.301,3.498,45.118
15.22,0.298,0.875,0.337,46.111000000000004,12.799,34.777
15.24,0.206,0.909,0.308,41.921,22.1,24.436
15.26,0.133,0.888,0.233,34.396,32.544,10.017
15.28,0.063,0.894,0.143,26.871,42.988,-4.402
15.3,0.032,0.947,0.139,4.815000000000001,49.668499999999995,-0.37349999999999994
15.32,0.023,1.033,0.053,-17.241,56.349,3.655
15.34,0.058,1.234,-0.038,-13.881499999999999,55.343,-18.7215
15.36,-0.013,1.019,-0.045,-10.522,54.337,-41.098
15.38,-0.035,0.974,-0.031,-17.136,55.585,-48.891
15.4,-0.023,1.002,-0.032,-23.75,56.833,-56.684
15.42,-0.046,1.001,-0.018,-34.480000000000004,53.5135,-54.8225
15.44,-0.029,0.998,-0.003,-45.21,50.194,-52.961
15.46,-0.016,0.994,0.015,-45.187,43.5955,-55.308499999999995
15.48,-0.049,1.001,-0.038,-45.164,36.997,-57.656
15.5,-0.042,0.999,-0.048,-50.8005,40.207499999999996,-44.4855
15.52,-0.039,0.999,-0.028,-56.437,43.418,-31.315
15.54,-0.036,1.0,-0.021,-37.466,38.902,-47.5115
15.56,-0.036,0.999,-0.024,-18.495,34.386,-63.708
15.58,-0.035,0.998,-0.022,-25.926000000000002,25.4135,-48.147999999999996
15.6,-0.036,0.998,-0.023,-33.357,16.441,-32.588
15.62,-0.038,0.999,-0.024,-12.869499999999999,7.026,-35.200500000000005
15.64,-0.038,0.998,-0.023,7.618,-2.389,-37.813
15.66,-0.036,0.998,-0.022,-1.4079999999999995,-13.3325,-15.728000000000002
15.68,-0.035,0.999,-0.021,-10.434,-24.276,6.357
15.7,-0.036,0.998,-0.022,-3.8089999999999993,-37.9515,10.008000000000001
15.72,-0.036,0.998,-0.023,2.816,-51.627,13.659
15.74,-0.037,0.997,-0.023,5.457000000000001,-58.852999999999994,25.619500000000002
15.76,-0.036,0.997,-0.025,8.098,-66.079,37.58
15.78,-0.036,0.998,-0.024,16.377499999999998,-66.94200000000001,44.821
15.8,-0.036,0.999,-0.023,24.657,-67.805,52.062
15.82,-0.034,0.999,-0.022,34.7525,-65.141,52.189499999999995
15.84,-0.035,0.999,-0.021,44.848,-62.477,52.317
15.86,-0.036,0.999,-0.024,46.155,-58.047,51.833
15.88,-0.035,0.997,-0.026,47.462,-53.617,51.349
15.9,-0.034,0.998,-0.023,45.425,-42.82599999999999,53.59
15.92,-0.036,0.998,-0.022,43.388,-32.035,55.831
15.94,-0.038,0.999,-0.022,43.6395,-23.328999999999997,50.6385
15.96,-0.036,0.999,-0.022,43.891,-14.623,45.446
15.98,-0.036,0.999,-0.023,39.0015,-1.1719999999999988,31.886499999999998
16.0,-0.035,0.998,-0.023,34.112,12.279,18.327
16.02,-0.036,0.999,-0.022,27.585500000000003,21.8295,3.961500000000001
16.04,-0.036,0.998,-0.021,21.059,31.38,-10.404
16.06,-0.035,0.999,-0.024,0.3465000000000025,36.2485,-13.7615
16.08,-0.036,0.998,-0.024,-20.366,41.117,-17.119
16.1,-0.036,0.997,-0.023,-26.397,42.483,-25.4745
16.12,-0.036,0.998,-0.024,-32.428,43.849,-33.83
16.14,-0.035,0.997,-0.022,-18.752,44.9295,-52.759
16.16,-0.036,0.999,-0.022,-5.076,46.01,-71.688
16.18,-0.036,0.998,-0.023,-30.941,50.1525,-52.92100000000001
16.2,-0.036,0.998,-0.023,-56.806,54.295,-34.154
16.22,-0.036,0.998,-0.022,-48.403,55.0555,-37.637
16.24,-0.035,0.998,-0.022,-40.0,55.816,-41.12
16.26,-0.035,1.0,-0.022,-32.0235,51.227500000000006,-42.3285
16.28,-0.035,0.998,-0.024,-24.047,46.639,-43.537
16.3,-0.036,0.996,-0.025,-26.1415,39.6075,-33.346000000000004
16.32,-0.036,0.998,-0.021,-28.236,32.576,-23.155
16.34,-0.035,0.997,-0.022,-11.046500000000002,23.0925,-32.21
16.36,-0.036,0.998,-0.023,6.143,13.609,-41.265
16.38,-0.036,0.998,-0.023,-9.078,7.3685,-23.239
16.4,-0.037,0.998,-0.024,-24.299,1.128,-5.213
16.42,-0.037,0.996,-0.023,-19.195999999999998,-7.077,-8.483
16.44,-0.036,0.999,-0.022,-14.093,-15.282,-11.753
16.46,-0.036,0.998,-0.023,-14.6685,-22.397,-4.2455
16.48,-0.035,0.998,-0.023,-15.244,-29.512,3.262
16.5,-0.036,0.999,-0.023,-9.962,-33.666,6.3260000000000005
16.52,-0.036,0.997,-0.024,-4.68,-37.82,9.39
16.54,-0.035,0.997,-0.023,0.16549999999999976,-44.1005,11.612
16.56,-0.036,0.998,-0.022,5.011,-50.381,13.834
16.58,-0.037,0.999,-0.021,12.229,-50.4915,15.025
16.6,-0.037,0.998,-0.023,19.447,-50.602,16.216
16.62,-0.036,0.999,-0.024,23.4545,-42.925,25.149
16.64,-0.036,0.999,-0.024,27.462,-35.248,34.082
16.66,-0.035,0.999,-0.023,28.0335,-28.284999999999997,35.6045
16.68,-0.034,0.999,-0.024,28.605,-21.322,37.127
16.7,-0.033,0.998,-0.021,29.7635,-11.953,28.3045
16.72,-0.035,0.998,-0.023,30.922,-2.584,19.482
16.74,-0.037,0.999,-0.024,26.7775,3.3704999999999994,13.695
16.76,-0.038,0.998,-0.023,22.633,9.325,7.908
16.78,-0.036,0.998,-0.023,15.013,13.1665,8.1135
16.8,-0.036,0.999,-0.023,7.393,17.008,8.319
16.82,-0.033,0.998,-0.023,-0.8024999999999993,24.9065,10.8345
16.84,-0.035,0.998,-0.019,-8.998,32.805,13.35
16.86,-0.036,0.997,-0.02,-11.132,32.3075,8.897
16.88,-0.037,0.998,-0.021,-13.266,31.81,4.444
16.9,-0.038,0.997,-0.024,-10.2495,32.530499999999996,0.20399999999999974
16.92,-0.037,0.998,-0.021,-7.233,33.251,-4.036
16.94,-0.035,0.998,-0.021,-5.047499999999999,29.764,-12.2065
16.96,-0.036,0.998,-0.023,-2.862,26.277,-20.377
16.98,-0.037,0.997,-0.022,-4.7844999999999995,24.8475,-22.1265
17.0,-0.036,0.998,-0.024,-6.707,23.418,-23.876
17.02,-0.035,0.998,-0.025,-14.994,21.067,-22.875500000000002
17.04,-0.035,0.998,-0.024,-23.281,18.716,-21.875
17.06,-0.035,1.0,-0.024,-27.4715,15.368,-23.569000000000003
17.08,-0.035,0.998,-0.023,-31.662,12.02,-25.263
17.1,-0.037,0.998,-0.022,-28.939,6.6905,-29.602000000000004
17.12,-0.036,0.998,-0.021,-26.216,1.361,-33.941
17.14,-0.036,0.999,-0.023,-26.5055,-0.5239999999999998,-28.4585
17.16,-0.034,0.999,-0.022,-26.795,-2.409,-22.976
17.18,-0.034,0.998,-0.023,-13.178500000000001,-7.094499999999999,-21.774
17.2,-0.036,0.997,-0.024,0.438,-11.78,-20.572
17.22,-0.037,0.997,-0.021,7.744,-23.302500000000002,-15.2575
17.24,-0.036,0.999,-0.021,15.05,-34.825,-9.943
17.26,-0.037,0.998,-0.023,14.943000000000001,-35.9435,5.474500000000001
17.28,-0.036,0.998,-0.022,14.836,-37.062,20.892
17.3,-0.037,0.999,-0.022,19.369,-42.8315,24.180999999999997
17.32,-0.034,0.997,-0.024,23.902,-48.601,27.47
17.34,-0.034,0.998,-0.023,30.758,-45.021,28.194
17.36,-0.036,0.998,-0.022,37.614,-41.441,28.918
17.38,-0.035,0.999,-0.022,39.548,-31.8105,35.611999999999995
17.4,-0.036,0.998,-0.022,41.482,-22.18,42.306
17.42,-0.037,0.999,-0.024,38.3345,-18.146,39.674499999999995
17.44,-0.036,0.999,-0.023,35.187,-14.112,37.043
17.46,-0.035,0.997,-0.024,35.486,-5.9205000000000005,27.9805
17.48,-0.036,0.999,-0.024,35.785,2.271,18.918
17.5,-0.036,0.998,-0.025,32.62,12.152999999999999,18.1025
17.52,-0.036,0.999,-0.024,29.455,22.035,17.287
17.54,-0.036,0.998,-0.022,22.8275,26.595,14.628499999999999
17.56,-0.036,0.998,-0.025,16.2,31.155,11.97
17.58,-0.036,0.999,-0.023,9.5365,35.8215,4.085000000000001
17.6,-0.034,0.999,-0.022,2.873,40.488,-3.8
17.62,-0.034,0.997,-0.024,-4.2,40.560500000000005,-12.198999999999998
17.64,-0.036,0.996,-0.023,-11.273,40.633,-20.598
17.66,-0.035,0.998,-0.023,-15.9985,40.1355,-29.1825
17.68,-0.037,0.999,-0.022,-20.724,39.638,-37.767
17.7,-0.037,0.998,-0.023,-20.743000000000002,37.5745,-37.001000000000005
17.72,-0.036,0.998,-0.023,-20.762,35.511,-36.235
17.74,-0.036,0.998,-0.021,-29.03,27.4105,-27.677500000000002
17.76,-0.035,0.999,-0.02,-37.298,19.31,-19.12
17.78,-0.036,0.998,-0.021,-24.857,16.8845,-27.2085
17.8,-0.036,0.997,-0.024,-12.416,14.459,-35.297
17.82,-0.036,0.997,-0.025,-11.1225,6.833,-31.025
17.84,-0.036,0.997,-0.023,-9.829,-0.793,-26.753
17.86,-0.035,0.999,-0.023,-9.1255,-7.593500000000001,-24.211
17.88,-0.035,0.998,-0.021,-8.422,-14.394,-21.669
17.9,-0.036,0.998,-0.022,-4.941000000000001,-12.9915,-18.8335
17.92,-0.036,0.997,-0.022,-1.46,-11.589,-15.998
17.94,-0.037,0.997,-0.024,-1.6465,-19.3175,-16.9605
17.96,-0.036,0.998,-0.024,-1.833,-27.046,-17.923
17.98,-0.037,0.998,-0.024,-5.846,-29.0795,-12.6755
18.0,-0.037,0.998,-0.024,-9.859,-31.113,-7.428
18.02,-0.036,0.997,-0.022,1.8160000000000007,-30.223,-2.9805
18.04,-0.036,0.998,-0.024,13.491,-29.333,1.467
18.06,-0.036,0.998,-0.024,23.714,-32.214,11.204
18.08,-0.036,0.997,-0.023,33.937,-35.095,20.941
18.1,-0.036,0.998,-0.023,40.063,-26.697499999999998,32.6505
18.12,-0.035,0.998,-0.023,46.189,-18.3,44.36
18.14,-0.035,0.999,-0.022,55.644000000000005,-6.612,49.015
18.16,-0.035,0.998,-0.022,65.099,5.076,53.67
18.18,-0.035,0.999,-0.023,57.2025,4.5675,41.036500000000004
18.2,-0.036,0.997,-0.023,49.306,4.059,28.403
18.22,-0.036,0.998,-0.021,39.8625,11.732,28.969
18.24,-0.036,0.997,-0.021,30.419,19.405,29.535
18.26,-0.035,0.998,-0.022,24.297,26.154500000000002,25.644
18.28,-0.035,0.999,-0.022,18.175,32.904,21.753
18.3,-0.037,0.998,-0.022,9.964,32.9995,8.003
18.32,-0.037,0.997,-0.021,1.753,33.095,-5.747
18.34,-0.037,0.997,-0.023,-6.5969999999999995,34.785,-16.6595
18.36,-0.036,0.998,-0.024,-14.947,36.475,-27.572
18.38,-0.034,0.998,-0.025,-19.905,31.823500000000003,-30.950499999999998
18.4,-0.034,0.998,-0.024,-24.863,27.172,-34.329
18.42,-0.034,0.998,-0.023,-36.551,21.675,-31.166
18.44,-0.037,0.997,-0.022,-48.239,16.178,-28.003
18.46,-0.038,0.998,-0.022,-50.263,12.854500000000002,-20.948999999999998
18.48,-0.037,0.999,-0.024,-52.287,9.531,-13.895
18.5,-0.035,0.997,-0.023,-48.161500000000004,1.8405000000000005,-13.271999999999998
18.52,-0.035,0.997,-0.025,-44.036,-5.85,-12.649
18.54,-0.036,0.997,-0.025,-35.9645,-8.4605,-14.076
18.56,-0.037,0.999,-0.025,-27.893,-11.071,-15.503
18.58,-0.038,0.999,-0.023,-19.049500000000002,-21.5835,-12.786000000000001
18.6,-0.036,0.999,-0.023,-10.206,-32.096,-10.069
18.62,-0.035,0.998,-0.023,-10.928,-31.034499999999998,6.663500000000001
18.64,-0.032,1.0,-0.021,-11.65,-29.973,23.396
18.66,-0.034,0.998,-0.023,8.777,-37.54,20.6425
18.68,-0.035,0.998,-0.023,29.204,-45.107,17.889
18.7,-0.036,0.999,-0.023,34.525999999999996,-42.466,24.264499999999998
18.72,-0.037,0.999,-0.023,39.848,-39.825,30.64
18.74,-0.035,0.997,-0.023,42.9595,-27.239,37.74
