,timestamp,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro
0,0.0,0.011474609375,-1.020263671875,-0.0068359375,-0.14862805604934692,0.39253050088882446,-0.7355183362960815
1,20.0,0.0126953125,-1.02197265625,-0.009033203125,-0.21341463923454285,-0.05716463550925255,-0.1257621943950653
2,24.0,0.010009765625,-1.0224609375,-0.010986328125,-0.08765243738889694,0.5754573345184326,0.17911586165428162
3,30.0,0.012451171875,-1.021240234375,-0.01171875,-0.0838414654135704,0.46493902802467346,-0.0038109757006168365
4,35.0,0.009521484375,-1.02099609375,-0.00830078125,-0.17911586165428162,0.36204269528388977,0.11051829159259796
5,39.0,0.010009765625,-1.0244140625,-0.00927734375,-0.1740345557530721,0.49669715762138367,0.09527438879013062
6,41.0,0.009847005208333334,-1.0233561197916667,-0.009684244791666666,-0.17149390280246735,0.5640243887901306,0.08765243738889694
7,45.0,0.009521484375,-1.021240234375,-0.010498046875,-0.17911586165428162,0.4611280560493469,0.007621951401233673
8,49.0,0.01123046875,-1.02197265625,-0.0087890625,-0.1981707364320755,0.4496951401233673,0.015243902802467346
9,55.0,0.011474609375,-1.021484375,-0.0146484375,0.019054878503084183,0.4573170840740204,0.038109757006168365
10,60.0,0.010498046875,-1.021240234375,-0.013916015625,-0.049542684108018875,0.480182945728302,0.06478658318519592
11,65.0,0.014404296875,-1.02099609375,-0.01318359375,-0.12195122241973877,0.5030487775802612,0.10289634019136429
12,70.0,0.011474609375,-1.01806640625,-0.011474609375,-0.1867378056049347,0.44588416814804077,0.0838414654135704
13,76.0,0.009033203125,-1.02099609375,-0.008544921875,-0.19435976445674896,0.4992378056049347,0.015243902802467346
14,80.0,0.0107421875,-1.0205078125,-0.00927734375,-0.14862805604934692,0.4192073345184326,-0.05716463550925255
15,84.0,0.01171875,-1.019775390625,-0.010498046875,-0.2515243887901306,0.4153963625431061,0.060975611209869385
16,90.0,0.01171875,-1.021484375,-0.010498046875,-0.2096036672592163,0.5030487775802612,-0.015243902802467346
17,95.0,0.009765625,-1.021240234375,-0.009765625,-0.015243902802467346,0.44207316637039185,0.04573170840740204
18,101.0,0.0107421875,-1.019775390625,-0.010498046875,-0.05716463550925255,0.5945122241973877,0.03429878130555153
19,105.0,0.0107421875,-1.020263671875,-0.011474609375,-0.0838414654135704,0.5373475551605225,0.12957316637039185
20,111.0,0.009521484375,-1.025634765625,-0.01318359375,-0.038109757006168365,0.4878048896789551,0.007621951401233673
21,115.0,0.010498046875,-1.021484375,-0.00927734375,-0.12195122241973877,0.47256097197532654,0.05716463550925255
22,120.0,0.00830078125,-1.020263671875,-0.013671875,-0.20198170840740204,0.5754573345184326,-0.038109757006168365
23,125.0,0.0087890625,-1.019287109375,-0.012939453125,-0.08765243738889694,0.5716463327407837,0.13719512522220612
24,130.0,0.01025390625,-1.019775390625,-0.010986328125,-0.09908536821603775,0.6135671138763428,0.14100609719753265
25,136.0,0.0078125,-1.021240234375,-0.012451171875,0.09146341681480408,0.42301830649375916,0.038109757006168365
26,140.0,0.010498046875,-1.02197265625,-0.01220703125,-0.02286585420370102,0.5259146690368652,0.0419207327067852
27,146.0,0.01123046875,-1.0185546875,-0.010498046875,-0.08765243738889694,0.5830792784690857,-0.03429878130555153
