,timestamp,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro
0,0.0,0.74658203125,-0.0194091796875,-0.6651611328125,,,
1,5.0,0.7535400390625,-0.0185546875,-0.6683349609375,,,
2,10.0,0.75439453125,-0.0185546875,-0.6688232421875,,,
3,15.0,0.7515869140625,-0.018798828125,-0.671875,-0.19435976445674896,-0.03429878130555153,0.11051829159259796
4,21.0,0.754150390625,-0.0208740234375,-0.6689453125,-0.0724085345864296,0.4268292784690857,-0.06478658318519592
5,25.0,0.754638671875,-0.0206298828125,-0.6695556640625,-0.16006097197532654,0.4496951401233673,0.1676829308271408
6,29.0,0.7523193359375,-0.0203857421875,-0.6678466796875,-0.17911586165428162,0.5907012224197388,0.2286585420370102
7,35.0,0.7493896484375,-0.020263671875,-0.6654052734375,-0.2705792784690857,0.4268292784690857,0.11814024299383163
8,40.0,0.752197265625,-0.0196533203125,-0.670166015625,-0.2096036672592163,0.40015244483947754,0.12195122241973877
9,46.0,0.751708984375,-0.0179443359375,-0.6685791015625,-0.13719512522220612,0.4077743887901306,0.14100609719753265
10,50.0,0.750244140625,-0.019775390625,-0.66650390625,-0.3201219439506531,0.46493902802467346,0.0838414654135704
11,56.0,0.754638671875,-0.021240234375,-0.669677734375,-0.29725611209869385,0.44588416814804077,0.02286585420370102
12,60.0,0.7537841796875,-0.02099609375,-0.672607421875,-0.20579268038272858,0.43445122241973877,0.1257621943950653
13,65.0,0.7510986328125,-0.021484375,-0.673828125,-0.3048780560493469,0.5030487775802612,0.23246951401233673
14,70.0,0.751220703125,-0.0216064453125,-0.671875,-0.2591463327407837,0.4153963625431061,0.09908536821603775
15,75.0,0.74853515625,-0.0216064453125,-0.6689453125,-0.0838414654135704,0.44588416814804077,-0.01143292710185051
16,81.0,0.7491455078125,-0.02197265625,-0.6705322265625,-0.09527438879013062,0.5411585569381714,0.02286585420370102
17,85.0,0.751953125,-0.0203857421875,-0.668212890625,-0.13719512522220612,0.4916158616542816,0.0724085345864296
18,91.0,0.7498779296875,-0.0220947265625,-0.6705322265625,-0.2629573345184326,0.47256097197532654,0.1448170691728592
19,95.0,0.7503662109375,-0.0186767578125,-0.6697998046875,-0.22103658318519592,0.396341472864151,0.11814024299383163
20,100.0,0.7510986328125,-0.0198974609375,-0.6689453125,-0.09146341681480408,0.5564024448394775,-0.019054878503084183
21,106.0,0.75048828125,-0.02197265625,-0.670654296875,-0.38109755516052246,0.5449694991111755,0.09527438879013062
22,110.0,0.7508544921875,-0.021484375,-0.66845703125,-0.3353658616542816,0.6097561120986938,0.06478658318519592
23,116.0,0.7518310546875,-0.0205078125,-0.66455078125,-0.20198170840740204,0.6021341681480408,0.060975611209869385
24,120.0,0.7525634765625,-0.01953125,-0.6712646484375,-0.23628048598766327,0.5983231663703918,0.0724085345864296
25,126.0,0.7548828125,-0.021240234375,-0.6668701171875,-0.31631097197532654,0.47256097197532654,0.16006097197532654
26,130.0,0.757568359375,-0.01904296875,-0.666259765625,-0.1143292710185051,0.5449694991111755,0.10289634019136429
