0,0.0,-0.817383,-0.014160,0.614258,-0.125762,0.506860,0.026677
1,26.0,-0.807861,-0.016602,0.611084,-0.133384,0.247713,0.933689
2,31.0,-0.800781,-0.014404,0.603516,-0.072409,0.423018,-0.038110
3,35.0,-0.802002,-0.016357,0.604004,-0.110518,0.412856,-0.058435
4,37.0,-0.802572,-0.016357,0.605794,-0.129573,0.407774,-0.068598
5,41.0,-0.803711,-0.016357,0.609375,-0.274390,0.430640,0.072409
6,45.0,-0.813477,-0.017822,0.613037,-0.163872,0.323933,0.129573
7,51.0,-0.806641,-0.016113,0.608398,0.022866,0.369665,0.148628
8,56.0,-0.792236,-0.013184,0.598633,-0.175305,0.407774,0.137195
9,62.0,-0.802002,-0.015869,0.603760,-0.133384,0.381098,-0.019055
10,66.0,-0.809570,-0.014648,0.610352,-0.282012,0.442073,-0.015244
11,72.0,-0.807373,-0.011475,0.605713,-0.182927,0.419207,0.053354
12,76.0,-0.800781,-0.010498,0.606689,-0.019055,0.400152,-0.011433
13,81.0,-0.797852,-0.010742,0.605469,-0.301067,0.537348,0.060976
14,86.0,-0.809082,-0.012207,0.608398,-0.171494,0.583079,-0.003811
15,91.0,-0.809326,-0.012695,0.612549,-0.137195,0.480183,0.041921
16,97.0,-0.796143,-0.012695,0.607178,-0.259146,0.396341,0.129573
17,101.0,-0.797119,-0.013916,0.606445,-0.316311,0.586890,-0.057165
18,107.0,-0.768799,-0.003662,0.595459,-0.289634,0.602134,-0.022866
19,111.0,-0.854980,-0.036133,0.628418,-0.518293,0.967988,-0.285823
20,116.0,-0.843018,-0.013428,0.633545,0.045732,0.022866,0.423018
21,122.0,-0.760254,-0.011230,0.585205,0.007622,0.102896,0.323933
22,126.0,-0.789551,-0.022949,0.603271,-0.156250,0.567835,0.007622
23,132.0,-0.754150,-0.017334,0.582031,-0.449695,0.651677,-0.053354
24,136.0,-0.902588,-0.028809,0.655273,-0.434451,1.074695,-0.209604
25,142.0,-0.789062,-0.014160,0.619141,0.259146,-0.339177,0.442073
26,146.0,-0.717529,-0.012939,0.544922,-0.320122,0.518293,-0.205793
27,151.0,-0.869629,-0.025879,0.647705,-0.339177,1.070884,-0.198171
28,157.0,-0.854980,-0.016113,0.646484,0.041921,-0.076220,0.346799
29,161.0,-0.781494,-0.017090,0.590088,0.083841,-0.015244,0.335366
30,167.0,-0.771729,-0.011719,0.584717,0.015244,0.270579,0.144817
31,171.0,-0.802490,-0.013184,0.598145,-0.194360,0.613567,0.011433
32,177.0,-0.824463,-0.015625,0.620850,-0.038110,0.632622,0.030488
33,182.0,-0.799072,-0.013428,0.602783,0.041921,0.342988,0.068598
34,186.0,-0.816406,-0.016357,0.612549,-0.125762,0.628811,0.011433
35,192.0,-0.794922,-0.010742,0.599609,-0.121951,0.365854,0.076220
36,196.0,-0.756104,-0.012451,0.574951,-0.262957,0.579268,-0.114329
37,202.0,-0.849609,-0.014648,0.634521,-0.373476,1.025152,-0.179116
38,207.0,-0.833008,-0.020264,0.630127,-0.228659,0.358232,-0.057165
39,212.0,-0.753906,-0.015137,0.571777,-0.083841,0.156250,0.144817
40,217.0,-0.810547,-0.014160,0.611816,-0.160061,0.724085,-0.072409
41,221.0,-0.826904,-0.018311,0.632568,-0.247713,0.560213,0.106707
42,227.0,-0.809326,-0.015625,0.615723,-0.106707,0.388720,0.087652
43,231.0,-0.794189,-0.016357,0.602295,0.034299,0.346799,0.015244
44,237.0,-0.795410,-0.017578,0.599854,-0.049543,0.426829,-0.003811
45,242.0,-0.816895,-0.015381,0.618652,-0.163872,0.522104,-0.019055
46,248.0,-0.799561,-0.014160,0.608887,-0.106707,0.190549,0.072409
47,252.0,-0.806152,-0.017822,0.612061,-0.060976,0.312500,0.091463
48,256.0,-0.806885,-0.014893,0.606445,-0.134654,0.327744,0.050813
49,258.0,-0.801351,-0.014160,0.603434,-0.171494,0.335366,0.030488
50,262.0,-0.790283,-0.012695,0.597412,-0.091463,0.483994,0.034299
51,267.0,-0.818359,-0.017334,0.613770,-0.213415,0.556402,0.118140
52,272.0,-0.808350,-0.013428,0.609131,-0.041921,0.312500,0.144817
53,277.0,-0.796387,-0.012207,0.597656,-0.080030,0.327744,0.095274
54,283.0,-0.807617,-0.016113,0.605225,-0.247713,0.472561,0.072409
55,287.0,-0.802979,-0.015137,0.606689,-0.160061,0.442073,0.163872
56,293.0,-0.811279,-0.012207,0.611572,-0.186738,0.365854,0.060976
57,297.0,-0.808350,-0.015137,0.604736,-0.171494,0.426829,0.007622
