time,x-rotation,y-rotation,z-rotation
188.360,124.874,12.923,119.600
188.400,83.216,18.990,58.426
188.440,21.387,21.860,-20.972
188.480,111.742,40.473,93.704
188.520,124.874,-18.803,124.874
188.560,68.403,-39.478,81.357
188.600,40.152,-2.919,16.250
188.640,23.803,8.811,2.969
188.680,27.359,7.168,-3.144
188.720,29.425,-0.976,-6.803
188.760,6.383,-12.877,7.729
188.800,3.095,-13.175,6.307
188.840,4.745,-1.593,-2.405
188.880,-11.570,-15.000,4.745
188.920,-9.889,-10.522,24.478
188.960,8.213,2.111,30.732
189.000,28.906,2.889,21.037
189.040,33.681,16.353,17.740
189.080,41.170,0.255,35.282
189.120,16.052,-0.915,-13.498
189.160,-25.644,11.867,-101.300
189.200,-19.859,3.929,-71.925
189.240,64.417,-8.887,-12.104
189.280,124.874,-34.813,-75.930
189.320,124.874,-5.274,-124.874
189.360,91.307,-16.986,-82.294
189.400,-84.348,-85.671,-116.757
189.440,-77.580,-30.629,-124.874
189.480,43.777,58.567,-85.579
189.520,61.791,36.963,1.601
189.560,60.400,20.659,-15.896
189.600,54.146,17.630,-23.819
189.640,22.957,-6.429,15.831
189.680,27.744,2.492,33.277
189.720,18.685,2.252,21.909
189.760,-1.231,-24.238,34.482
189.800,-4.752,4.074,18.384
189.840,4.474,20.957,8.438
189.880,20.290,3.704,0.644
189.920,12.683,9.173,-8.014
189.960,15.568,12.664,-8.331
190.000,35.671,24.466,-19.394
190.040,26.658,20.011,-24.558
190.080,-2.572,-9.527,-6.825
190.120,-1.486,-26.631,1.189
190.160,0.339,-0.583,0.431
190.200,-0.156,2.725,-0.160
190.240,-0.168,-0.069,-0.004
190.280,-0.080,0.358,0.038
190.320,-0.091,0.503,0.072
190.360,-0.076,0.408,0.072
190.400,-0.061,0.415,0.053
190.440,-0.156,0.446,0.015
190.480,-0.171,0.431,0.042
190.520,-0.152,0.408,0.011
190.560,-0.088,0.438,0.004
190.600,-0.160,0.434,-0.015
190.640,-0.111,0.412,-0.027
190.680,-0.095,0.415,0.000
190.720,-0.114,0.408,0.015
190.760,-0.103,0.419,0.027
190.800,-0.095,0.404,0.008
190.840,-0.099,0.419,-0.008
190.880,-0.088,0.423,0.008
190.920,-0.160,0.404,0.030
190.960,-0.141,0.415,0.004
191.000,-0.152,0.419,0.042
191.040,-0.095,0.438,0.000
191.080,-0.103,0.434,-0.038
191.120,-0.152,0.423,0.008
191.160,-0.152,0.400,-0.008
191.200,-0.111,0.419,-0.004
191.240,-0.103,0.412,0.034
191.280,-0.122,0.412,0.042
191.320,-0.164,0.438,0.011
191.360,-0.141,0.442,-0.027
191.400,-0.111,0.400,0.050
191.440,-0.141,0.370,0.053
191.480,-0.160,0.434,0.004
191.520,-0.156,0.446,0.015
191.560,-0.137,0.465,0.023
191.600,-0.122,0.415,0.038
191.640,-0.091,0.434,0.000
191.680,-0.088,0.434,0.011
191.720,-0.122,0.446,0.069
191.760,-0.152,0.431,0.027
191.800,-0.061,0.393,-0.019
191.840,-0.088,0.408,0.038
191.880,-0.095,0.454,0.023
191.920,-0.141,0.408,0.027
191.960,-0.095,0.393,0.050
192.000,-0.076,0.412,0.038
192.040,-0.156,0.385,0.027
192.080,-0.141,0.381,-0.004
192.120,-0.088,0.389,0.038
192.160,-0.084,0.400,0.042
192.200,-0.141,0.423,0.004
192.240,-0.107,0.389,-0.050
192.280,-0.103,0.408,0.000
192.320,-0.084,0.404,0.030
192.360,-0.091,0.400,-0.008
192.400,-0.122,0.408,0.011
192.440,-0.095,0.434,0.053
192.480,-0.137,0.419,0.019
192.520,-0.111,0.412,-0.015
192.560,-0.118,0.404,0.030
192.600,-0.152,0.431,0.027
192.640,-0.107,0.415,0.034
192.680,-0.034,0.431,0.050
192.720,-0.065,0.366,0.030
192.760,-0.126,0.373,0.008
192.800,-0.065,0.377,0.011
192.840,-0.069,0.415,0.015
192.880,-0.141,0.400,0.061
192.920,-0.133,0.434,-0.011
192.960,-0.137,0.393,-0.011
193.000,-0.114,0.354,-0.008
193.040,-0.111,0.431,0.000
193.080,-0.088,0.423,0.050
193.120,-0.088,0.389,0.034
193.160,-0.111,0.396,0.023
193.200,-0.130,0.373,0.008
193.240,-0.091,0.434,-0.015
193.280,-0.126,0.400,0.011
193.320,-0.156,0.434,0.069
193.360,-0.164,0.400,0.023
193.400,-0.114,0.412,0.015
193.440,-0.114,0.385,0.030
193.480,-0.133,0.427,0.050
193.520,-0.076,0.438,0.019
193.560,-0.126,0.423,0.015
193.600,-0.126,0.370,0.042
193.640,-0.114,0.419,-0.023
193.680,-0.130,0.415,0.004
193.720,-0.107,0.457,0.030
193.760,-0.095,0.473,0.038
193.800,-0.122,0.393,0.011
193.840,-0.133,0.419,0.038
193.880,-0.156,0.404,0.061
193.920,-0.130,0.385,0.057
193.960,-0.137,0.381,0.011
194.000,-0.156,0.373,-0.011
194.040,-0.160,0.438,-0.011
194.080,-0.099,0.454,0.008
194.120,-0.072,0.427,0.034
194.160,-0.103,0.423,0.019
194.200,-0.114,0.400,0.015
194.240,-0.111,0.381,0.008
194.280,-0.084,0.400,-0.008
194.320,-0.114,0.389,-0.011
194.360,-0.099,0.408,0.042
194.400,-0.118,0.415,0.015
194.440,-0.141,0.412,-0.015
194.480,-0.065,0.404,0.015
194.520,-0.091,0.442,-0.008
194.560,-0.122,0.473,-0.027
194.600,-0.118,0.393,0.050
194.640,-0.145,0.393,0.015
194.680,-0.137,0.370,0.011
194.720,-0.107,0.358,0.088
194.760,-0.099,0.423,0.057
194.800,-0.103,0.400,0.046
194.840,-0.111,0.400,-0.004
194.880,-0.091,0.400,-0.053
194.920,-0.057,0.408,0.027
194.960,-0.076,0.419,0.019
195.000,-0.141,0.427,0.023
195.040,-0.114,0.412,0.057
195.080,-0.099,0.396,0.034
195.120,-0.080,0.396,0.011
195.160,-0.103,0.396,0.034
195.200,-0.084,0.404,0.030
195.240,-0.118,0.404,-0.004
195.280,-0.156,0.423,-0.004
195.320,-0.076,0.423,0.038
195.360,-0.103,0.415,0.023
195.400,-0.152,0.370,0.046
195.440,-0.126,0.419,0.057
195.480,-0.099,0.431,0.023
195.520,-0.152,0.396,0.000
195.560,-0.065,0.408,0.023
195.600,-0.076,0.404,0.034
195.640,-0.069,0.408,0.008
195.680,-0.122,0.419,0.015
195.720,-0.130,0.412,-0.011
195.760,-0.126,0.389,-0.011
195.800,-0.145,0.423,-0.011
195.840,-0.175,0.415,0.038
195.880,-0.111,0.446,0.027
195.920,-0.122,0.457,0.008
195.960,-0.130,0.362,0.050
196.000,-0.133,0.408,0.027
196.040,-0.130,0.427,0.004
196.080,-0.168,0.408,0.042
196.120,-0.118,0.400,0.057
196.160,-0.114,0.404,-0.019
196.200,-0.122,0.404,-0.008
196.240,-0.107,0.396,0.015
196.280,-0.111,0.412,-0.008
196.320,-0.107,0.446,-0.027
196.360,-0.111,0.412,0.000
196.400,-0.122,0.393,0.000
196.440,-0.126,0.389,0.050
196.480,-0.137,0.377,0.046
196.520,-0.114,0.389,0.011
196.560,-0.145,0.396,0.015
196.600,-0.103,0.412,0.076
196.640,-0.114,0.393,0.030
196.680,-0.118,0.431,-0.015
196.720,-0.111,0.461,-0.046
196.760,-0.107,0.427,0.023
196.800,-0.111,0.412,0.027
196.840,-0.118,0.469,0.000
196.880,-0.107,0.446,0.034
196.920,-0.103,0.438,0.011
196.960,-0.160,0.423,0.000
197.000,-0.149,0.419,-0.030
197.040,-0.130,0.423,0.004
197.080,-0.149,0.423,0.011
197.120,-0.118,0.404,0.004
197.160,-0.091,0.393,0.004
197.200,-0.141,0.404,-0.008
197.240,-0.152,0.419,-0.011
197.280,-0.122,0.454,0.008
197.320,-0.114,0.431,0.000
197.360,-0.152,0.419,-0.027
197.400,-0.122,0.408,0.023
197.440,-0.156,0.419,0.042
197.480,-0.065,0.427,-0.011
197.520,-0.065,0.396,0.015
197.560,-0.183,0.415,-0.004
197.600,-0.111,0.442,0.004
197.640,-0.118,0.415,0.000
197.680,-0.145,0.396,0.088
197.720,-0.126,0.434,0.042
197.760,-0.034,0.396,-0.027
197.800,-0.099,0.366,0.011
197.840,-0.130,0.385,0.030
197.880,-0.149,0.408,0.034
197.920,-0.103,0.396,0.015
197.960,-0.130,0.427,-0.004
198.000,-0.118,0.404,-0.027
198.040,-0.130,0.400,-0.023
198.080,-0.088,0.431,0.004
198.120,-0.099,0.442,-0.015
198.160,-0.122,0.419,0.004
198.200,-0.130,0.404,0.053
198.240,-0.141,0.419,0.038
198.280,-0.118,0.400,0.004
198.320,-0.084,0.412,-0.046
198.360,-0.095,0.408,0.019
198.400,-0.156,0.427,0.030
198.440,-0.179,0.408,-0.027
198.480,-0.091,0.457,0.008
198.520,-0.072,0.450,-0.008
198.560,-0.069,0.423,-0.015
198.600,-0.088,0.400,0.004
198.640,-0.107,0.385,0.011
198.680,-0.111,0.404,0.015
198.720,-0.126,0.400,-0.008
198.760,-0.175,0.389,-0.030
198.800,-0.156,0.423,-0.030
198.840,-0.103,0.370,-0.015
198.880,-0.091,0.370,0.000
198.920,-0.118,0.404,0.004
198.960,-0.122,0.415,-0.046
199.000,-0.122,0.415,0.030
199.040,-0.114,0.431,0.011
199.080,-0.072,0.377,0.015
199.120,-0.114,0.419,0.034
199.160,-0.103,0.434,0.000
199.200,-0.107,0.431,0.038
199.240,-0.118,0.393,0.038
199.280,-0.122,0.370,0.008
199.320,-0.141,0.396,0.000
199.360,-0.095,0.450,0.011
199.400,-0.095,0.419,0.008
199.440,-0.152,0.408,0.053
199.480,-0.118,0.412,0.019
199.520,-0.088,0.438,-0.023
199.560,-0.133,0.431,0.015
199.600,-0.114,0.415,0.072
199.640,-0.065,0.431,-0.027
199.680,-0.099,0.461,-0.004
199.720,-0.141,0.438,0.038
199.760,-0.114,0.431,-0.004
199.800,-0.122,0.434,-0.008
199.840,-0.126,0.377,0.046
199.880,-0.130,0.396,-0.004
199.920,-0.107,0.423,0.008
199.960,-0.111,0.400,0.011
200.000,-0.114,0.434,0.027
200.040,-0.107,0.450,0.011
200.080,-0.111,0.438,0.004
200.120,-0.122,0.434,0.004
200.160,-0.103,0.404,0.008
200.200,-0.130,0.404,-0.019
200.240,-0.141,0.370,0.050
200.280,-0.072,0.408,-0.008
200.320,-0.099,0.431,-0.008
200.360,-0.114,0.446,0.053
200.400,-0.114,0.412,0.023
200.440,-0.088,0.358,-0.034
200.480,-0.069,0.358,0.004
200.520,-0.099,0.400,0.011
200.560,-0.130,0.438,0.034
200.600,-0.099,0.408,0.015
200.640,-0.080,0.396,0.042
200.680,-0.080,0.450,0.008
200.720,-0.088,0.385,-0.015
200.760,-0.133,0.393,0.015
200.800,-0.179,0.423,0.011
200.840,-0.130,0.431,0.000
200.880,-0.114,0.400,0.008
200.920,-0.156,0.412,0.015
200.960,-0.156,0.423,0.042
201.000,-0.069,0.408,0.008
201.040,-0.027,0.358,0.023
201.080,-0.111,0.400,-0.015
201.120,-0.130,0.461,0.019
201.160,-0.099,0.450,0.004
201.200,-0.111,0.434,0.050
201.240,-0.126,0.419,0.011
201.280,-0.137,0.427,0.015
201.320,-0.053,0.438,0.015
201.360,-0.137,0.480,0.057
201.400,-0.149,0.438,0.027
201.440,-0.130,0.393,0.023
201.480,-0.175,0.385,-0.011
201.520,-0.175,0.373,0.004
201.560,-0.168,0.450,0.046
201.600,-0.091,0.427,0.000
201.640,-0.072,0.408,0.000
201.680,-0.114,0.373,0.015
201.720,-0.126,0.442,-0.027
201.760,-0.118,0.465,-0.011
201.800,-0.156,0.469,0.034
201.840,-0.126,0.423,0.015
201.880,-0.099,0.408,0.019
201.920,-0.141,0.393,-0.008
201.960,-0.183,0.393,0.030
202.000,-0.126,0.415,0.030
202.040,-0.122,0.431,0.000
202.080,-0.114,0.396,0.008
202.120,-0.126,0.431,0.057
202.160,-0.133,0.434,0.034
202.200,-0.107,0.381,0.011
202.240,-0.088,0.442,0.023
202.280,-0.122,0.442,0.011
202.320,-0.111,0.408,0.023
202.360,-0.133,0.389,-0.011
202.400,-0.141,0.408,-0.027
202.440,-0.107,0.400,-0.008
202.480,-0.111,0.442,-0.011
202.520,-0.130,0.404,-0.019
202.560,-0.122,0.408,0.038
202.600,-0.111,0.393,0.038
202.640,-0.141,0.404,0.042
202.680,-0.141,0.396,0.019
202.720,-0.095,0.404,0.023
202.760,-0.061,0.423,0.011
202.800,-0.111,0.408,0.011
202.840,-0.114,0.404,0.004
202.880,-0.107,0.434,0.004
202.920,-0.091,0.438,0.027
202.960,-0.137,0.396,0.000
203.000,-0.179,0.393,0.004
203.040,-0.126,0.396,0.034
203.080,-0.118,0.362,0.015
203.120,-0.118,0.389,-0.008
203.160,-0.091,0.434,0.015
203.200,-0.118,0.404,0.057
203.240,-0.141,0.419,0.027
203.280,-0.118,0.393,0.034
203.320,-0.145,0.404,0.038
203.360,-0.141,0.404,0.015
203.400,-0.126,0.434,-0.004
203.440,-0.137,0.415,0.023
203.480,-0.114,0.427,-0.008
203.520,-0.080,0.423,0.015
203.560,-0.114,0.408,0.038
203.600,-0.168,0.442,0.011
203.640,-0.107,0.431,-0.042
203.680,-0.072,0.389,-0.015
203.720,-0.103,0.431,0.042
203.760,-0.080,0.412,-0.027
203.800,-0.122,0.412,-0.023
203.840,-0.111,0.396,0.034
203.880,-0.072,0.393,-0.004
203.920,-0.122,0.423,0.004
203.960,-0.122,0.412,0.000
204.000,-0.133,0.396,0.023
204.040,-0.084,0.381,0.011
204.080,-0.126,0.400,0.011
204.120,-0.114,0.431,0.034
204.160,-0.088,0.404,0.027
204.200,-0.084,0.396,0.027
204.240,-0.088,0.393,0.011
204.280,-0.118,0.412,0.019
204.320,-0.091,0.438,0.023
204.360,-0.130,0.396,0.030
204.400,-0.130,0.370,0.023
204.440,-0.130,0.415,0.000
204.480,-0.118,0.442,0.000
204.520,-0.122,0.396,0.019
204.560,-0.072,0.400,0.027
204.600,-0.152,0.400,0.027
204.640,-0.076,0.473,0.008
204.680,-0.145,0.454,0.027
204.720,-0.149,0.427,0.008
204.760,-0.103,0.385,0.061
204.800,-0.111,0.438,0.030
204.840,-0.133,0.423,-0.011
204.880,-0.122,0.396,-0.004
204.920,-0.149,0.408,-0.004
204.960,-0.103,0.396,0.038
205.000,-0.107,0.385,0.000
205.040,-0.099,0.446,-0.050
205.080,-0.118,0.442,-0.011
205.120,-0.095,0.366,0.038
205.160,-0.111,0.419,0.019
205.200,-0.122,0.400,0.050
205.240,-0.145,0.427,0.023
205.280,-0.103,0.431,0.034
205.320,-0.099,0.396,0.042
205.360,-0.141,0.442,-0.023
205.400,-0.122,0.469,-0.061
205.440,-0.080,0.415,-0.027
205.480,-0.099,0.431,-0.015
205.520,-0.099,0.396,-0.042
205.560,-0.114,0.412,-0.034
205.600,-0.103,0.408,-0.015
205.640,-0.149,0.415,0.019
205.680,-0.095,0.412,0.000
205.720,-0.057,0.412,0.027
205.760,-0.126,0.396,0.050
205.800,-0.141,0.385,0.061
205.840,-0.099,0.423,0.050
205.880,-0.114,0.427,0.053
205.920,-0.149,0.385,0.042
205.960,-0.126,0.415,0.015
206.000,-0.103,0.396,0.008
206.040,-0.130,0.400,0.011
206.080,-0.122,0.423,0.000
206.120,-0.095,0.450,0.008
206.160,-0.053,0.412,-0.008
206.200,-0.111,0.396,0.004
206.240,-0.118,0.431,0.038
206.280,-0.126,0.415,0.034
206.320,-0.118,0.370,-0.019
206.360,-0.088,0.442,-0.015
206.400,-0.137,0.431,0.091
206.440,-0.133,0.385,0.023
206.480,-0.088,0.408,-0.133
206.520,-0.118,0.389,0.057
206.560,-0.118,0.385,0.046
206.600,-0.091,0.442,-0.061
206.640,-0.095,0.400,-0.011
206.680,-0.160,0.415,0.084
206.720,-0.187,0.438,-0.004
206.760,-0.080,0.400,0.000
206.800,-0.118,0.393,0.057
206.840,-0.130,0.442,0.023
206.880,-0.130,0.434,-0.057
206.920,-0.099,0.423,-0.050
206.960,-0.107,0.415,0.027
207.000,-0.130,0.454,0.042
207.040,-0.137,0.423,-0.023
207.080,-0.133,0.408,0.038
207.120,-0.099,0.412,0.038
207.160,-0.114,0.419,0.008
207.200,-0.095,0.423,0.027
207.240,-0.103,0.404,0.050
207.280,-0.122,0.415,0.015
207.320,-0.114,0.404,0.000
207.360,-0.091,0.423,-0.008
207.400,-0.065,0.431,0.011
207.440,-0.091,0.431,0.004
207.480,-0.065,0.408,0.023
207.520,-0.099,0.400,0.004
207.560,-0.111,0.408,-0.011
207.600,-0.099,0.457,0.057
207.640,-0.133,0.419,0.015
207.680,-0.107,0.434,-0.015
207.720,-0.069,0.446,0.004
207.760,-0.080,0.389,0.030
207.800,-0.137,0.423,0.011
207.840,-0.145,0.465,0.008
207.880,-0.103,0.412,-0.023
207.920,-0.095,0.431,0.015
207.960,-0.099,0.396,0.034
208.000,-0.065,0.412,0.030
208.040,-0.027,0.434,0.038
208.080,-0.137,0.454,0.027
208.120,-0.095,0.389,-0.042
208.160,-0.126,0.373,0.004
208.200,-0.160,0.415,0.015
208.240,-0.080,0.400,-0.008
208.280,-0.114,0.389,0.076
208.320,-0.076,0.415,0.072
208.360,-0.072,0.415,-0.019
208.400,-0.091,0.415,-0.019
208.440,-0.118,0.454,0.042
208.480,-0.088,0.434,0.008
208.520,-0.084,0.415,-0.015
208.560,-0.137,0.423,0.038
208.600,-0.091,0.427,0.019
208.640,-0.091,0.412,-0.015
208.680,-0.122,0.415,0.015
208.720,-0.156,0.377,0.030
208.760,-0.107,0.431,0.027
208.800,-0.099,0.419,-0.008
208.840,-0.145,0.393,0.034
208.880,-0.145,0.408,0.034
208.920,-0.114,0.419,-0.027
208.960,-0.057,0.381,0.034
209.000,-0.137,0.415,0.027
209.040,-0.160,0.396,0.015
209.080,-0.137,0.408,0.011
209.120,-0.103,0.370,0.027
209.160,-0.107,0.400,0.023
209.200,-0.130,0.419,-0.008
209.240,-0.107,0.400,-0.008
209.280,-0.118,0.412,-0.004
209.320,-0.091,0.393,0.011
209.360,-0.095,0.400,-0.004
209.400,-0.141,0.412,-0.004
209.440,-0.145,0.408,0.019
209.480,-0.145,0.446,0.027
209.520,-0.164,0.412,-0.019
209.560,-0.137,0.389,0.000
209.600,-0.126,0.389,0.019
209.640,-0.061,0.389,0.034
209.680,-0.152,0.442,-0.042
209.720,-0.179,0.476,0.008
209.760,-0.149,0.396,0.038
209.800,-0.118,0.396,0.004
209.840,-0.149,0.404,0.000
209.880,-0.164,0.419,0.015
209.920,-0.130,0.431,0.004
209.960,-0.133,0.415,-0.023
210.000,-0.141,0.389,0.038
210.040,-0.099,0.393,-0.004
210.080,-0.118,0.423,-0.004
210.120,-0.130,0.419,-0.004
210.160,-0.099,0.427,0.038
210.200,-0.072,0.415,0.004
210.240,-0.099,0.450,0.034
210.280,-0.107,0.415,0.011
210.320,-0.126,0.419,0.000
210.360,-0.133,0.400,-0.015
210.400,-0.114,0.370,-0.008
210.440,-0.095,0.393,-0.004
210.480,-0.114,0.366,0.004
210.520,-0.069,0.412,0.004
210.560,-0.061,0.419,0.000
210.600,-0.168,0.400,0.008
210.640,-0.160,0.419,0.023
210.680,-0.095,0.442,-0.046
210.720,-0.114,0.442,-0.015
210.760,-0.160,0.484,0.011
210.800,-0.118,0.427,0.000
210.840,-0.088,0.431,0.004
210.880,-0.152,0.400,0.034
210.920,-0.149,0.404,0.030
210.960,-0.107,0.408,0.061
211.000,-0.076,0.404,0.000
211.040,-0.152,0.408,-0.027
211.080,-0.130,0.404,0.050
211.120,-0.133,0.431,0.004
211.160,-0.160,0.423,0.015
211.200,-0.107,0.393,-0.004
211.240,-0.095,0.419,-0.027
211.280,-0.114,0.419,-0.034
211.320,-0.149,0.381,0.042
211.360,-0.152,0.366,0.030
211.400,-0.130,0.431,0.019
211.440,-0.095,0.419,0.038
211.480,-0.076,0.396,0.023
211.520,-0.107,0.423,0.008
211.560,-0.130,0.396,-0.004
211.600,-0.152,0.404,0.030
211.640,-0.091,0.396,0.008
211.680,-0.111,0.396,0.027
211.720,-0.111,0.404,0.034
211.760,-0.114,0.442,0.019
211.800,-0.133,0.419,0.038
211.840,-0.114,0.427,0.027
211.880,-0.111,0.434,0.008
211.920,-0.084,0.404,0.042
211.960,-0.130,0.419,0.023
212.000,-0.183,0.381,0.019
212.040,-0.133,0.415,0.042
212.080,-0.145,0.431,0.019
212.120,-0.141,0.415,-0.023
212.160,-0.103,0.446,0.030
212.200,-0.057,0.419,-0.027
212.240,-0.061,0.400,-0.038
212.280,-0.050,0.404,0.011
212.320,-0.191,0.366,-0.011
212.360,-0.111,0.434,-0.004
212.400,-0.076,0.434,-0.011
212.440,-0.126,0.461,0.008
212.480,-0.137,0.412,0.050
212.520,-0.122,0.457,0.027
212.560,-0.130,0.415,0.038
212.600,-0.091,0.427,0.027
212.640,-0.072,0.423,-0.004
212.680,-0.099,0.393,-0.004
212.720,-0.130,0.385,0.061
212.760,-0.072,0.385,0.015
212.800,-0.103,0.381,-0.004
212.840,-0.179,0.434,0.023
212.880,-0.114,0.415,0.004
212.920,-0.103,0.362,-0.015
212.960,-0.137,0.400,0.027
213.000,-0.103,0.415,0.030
213.040,-0.076,0.366,0.015
213.080,-0.133,0.419,-0.008
213.120,-0.160,0.461,0.019
213.160,-0.069,0.415,-0.008
213.200,-0.072,0.446,-0.011
213.240,-0.137,0.427,-0.011
213.280,-0.133,0.438,0.027
213.320,-0.088,0.412,0.065
213.360,-0.103,0.404,0.008
213.400,-0.084,0.408,-0.004
213.440,-0.072,0.396,0.004
213.480,-0.126,0.400,0.034
213.520,-0.133,0.434,0.046
213.560,-0.107,0.457,0.008
213.600,-0.126,0.400,0.015
213.640,-0.122,0.446,0.050
213.680,-0.069,0.461,0.034
213.720,-0.095,0.396,0.027
213.760,-0.065,0.412,0.034
213.800,-0.065,0.423,0.065
213.840,-0.133,0.412,0.008
213.880,-0.130,0.415,0.011
213.920,-0.099,0.454,0.042
213.960,-0.072,0.446,0.015
214.000,-0.088,0.427,0.027
214.040,-0.126,0.423,0.015
214.080,-0.095,0.396,-0.011
214.120,-0.095,0.393,0.034
214.160,-0.152,0.373,0.008
214.200,-0.156,0.412,0.030
214.240,-0.057,0.438,0.000
214.280,-0.107,0.412,0.027
214.320,-0.099,0.434,0.046
214.360,-0.088,0.419,0.015
214.400,-0.107,0.450,0.004
214.440,-0.179,0.400,0.015
214.480,-0.076,0.354,0.000
214.520,0.011,0.431,0.008
214.560,-0.038,0.415,0.019
214.600,-0.095,0.400,0.046
214.640,-0.065,0.415,0.030
214.680,-0.080,0.408,-0.027
214.720,-0.168,0.415,-0.004
214.760,-0.149,0.408,-0.027
214.800,-0.099,0.442,0.027
214.840,-0.137,0.412,0.034
214.880,-0.183,0.373,0.000
214.920,-0.145,0.389,0.019
214.960,-0.107,0.404,-0.030
215.000,-0.179,0.408,0.004
215.040,-0.160,0.419,0.034
215.080,-0.080,0.396,0.019
215.120,-0.091,0.423,0.023
215.160,-0.118,0.450,0.004
215.200,-0.126,0.419,0.019
215.240,-0.130,0.396,0.000
215.280,-0.118,0.434,0.004
215.320,-0.111,0.457,0.038
215.360,-0.152,0.419,0.042
215.400,-0.160,0.393,0.042
215.440,-0.126,0.415,0.004
215.480,-0.095,0.427,-0.023
215.520,-0.076,0.408,0.008
215.560,-0.114,0.404,0.057
215.600,-0.107,0.370,0.030
215.640,-0.152,0.354,0.027
215.680,-0.099,0.412,0.011
215.720,-0.069,0.385,0.011
215.760,-0.126,0.427,0.038
215.800,-0.076,0.419,-0.004
215.840,-0.034,0.377,0.000
215.880,-0.130,0.400,-0.030
215.920,-0.145,0.423,0.034
215.960,-0.080,0.434,0.050
216.000,-0.118,0.415,0.023
216.040,-0.084,0.415,0.046
216.080,-0.034,0.400,0.034
216.120,-0.069,0.381,0.011
216.160,-0.091,0.408,0.065
216.200,-0.084,0.446,0.008
216.240,-0.103,0.446,-0.004
216.280,-0.095,0.423,-0.011
216.320,-0.126,0.438,0.027
216.360,-0.050,0.408,0.027
216.400,-0.091,0.404,-0.015
216.440,-0.145,0.434,-0.008
216.480,-0.076,0.431,0.015
216.520,-0.114,0.404,-0.015
216.560,-0.111,0.381,0.053
216.600,-0.133,0.415,-0.019
216.640,-0.141,0.393,-0.019
216.680,-0.091,0.385,-0.004
216.720,-0.107,0.381,0.023
216.760,-0.126,0.438,0.053
216.800,-0.133,0.442,-0.004
216.840,-0.122,0.469,0.011
216.880,-0.088,0.419,0.019
216.920,-0.118,0.377,0.008
216.960,-0.107,0.389,0.015
217.000,-0.080,0.415,0.019
217.040,-0.065,0.404,0.030
217.080,-0.111,0.389,-0.015
217.120,-0.080,0.408,0.011
217.160,-0.088,0.450,0.065
217.200,-0.141,0.431,0.034
217.240,-0.160,0.450,0.011
217.280,-0.076,0.431,-0.015
217.320,-0.046,0.419,-0.004
217.360,-0.107,0.457,0.015
217.400,-0.149,0.434,0.011
217.440,-0.130,0.423,0.069
217.480,-0.095,0.385,0.027
217.520,-0.080,0.393,-0.011
217.560,-0.080,0.415,0.038
217.600,-0.141,0.415,0.008
217.640,-0.145,0.465,0.042
217.680,-0.145,0.423,0.057
217.720,-0.088,0.389,0.046
217.760,-0.084,0.400,0.038
217.800,-0.152,0.450,0.000
217.840,-0.133,0.454,0.034
217.880,-0.111,0.400,0.000
217.920,-0.118,0.412,-0.004
217.960,-0.122,0.423,-0.034
218.000,-0.130,0.431,0.030
218.040,-0.175,0.400,-0.008
218.080,-0.103,0.427,-0.004
218.120,-0.080,0.396,0.000
218.160,-0.107,0.419,-0.015
218.200,-0.118,0.412,-0.015
218.240,-0.107,0.370,0.008
218.280,-0.137,0.389,0.046
218.320,-0.156,0.427,0.019
218.360,-0.095,0.385,0.000
218.400,-0.050,0.419,-0.011
218.440,-0.095,0.423,-0.004
218.480,-0.118,0.434,0.069
218.520,-0.122,0.393,0.050
218.560,-0.080,0.370,0.011
218.600,-0.122,0.423,0.050
218.640,-0.072,0.408,0.015
218.680,-0.069,0.438,0.004
218.720,-0.084,0.431,0.004
218.760,-0.114,0.427,0.023
218.800,-0.076,0.434,0.023
218.840,-0.114,0.415,0.023
218.880,-0.111,0.385,0.053
218.920,-0.076,0.396,0.046
218.960,-0.103,0.408,0.042
219.000,-0.137,0.412,0.015
219.040,-0.114,0.400,0.034
219.080,-0.152,0.393,0.030
219.120,-0.103,0.415,0.046
219.160,-0.107,0.465,0.030
219.200,-0.072,0.400,-0.011
219.240,-0.046,0.396,0.027
219.280,-0.126,0.431,0.084
219.320,-0.137,0.423,-0.015
219.360,-0.168,0.419,-0.015
219.400,-0.137,0.412,0.042
219.440,-0.152,0.431,0.027
219.480,-0.065,0.404,0.027
219.520,-0.088,0.442,0.015
219.560,-0.141,0.469,0.038
219.600,-0.126,0.339,0.030
219.640,-0.111,0.377,0.004
219.680,-0.095,0.419,0.034
219.720,-0.072,0.442,0.050
219.760,-0.053,0.442,0.011
219.800,-0.114,0.400,-0.004
219.840,-0.145,0.431,0.019
219.880,-0.053,0.469,0.027
219.920,-0.095,0.434,0.011
219.960,-0.091,0.423,0.004
220.000,-0.099,0.446,-0.004
220.040,-0.095,0.408,0.030
220.080,-0.118,0.438,0.019
220.120,-0.137,0.419,-0.008
220.160,-0.107,0.415,-0.011
220.200,-0.137,0.415,0.030
220.240,-0.126,0.381,0.008
220.280,-0.080,0.438,-0.015
220.320,-0.137,0.408,0.015
220.360,-0.137,0.385,0.019
220.400,-0.038,0.412,0.004
220.440,-0.076,0.389,0.034
220.480,-0.107,0.415,0.065
220.520,-0.027,0.431,0.030
220.560,-0.069,0.404,-0.019
220.600,-0.122,0.423,-0.023
220.640,-0.091,0.396,-0.011
220.680,-0.107,0.377,0.038
220.720,-0.111,0.419,0.004
