time,x-rotation,y-rotation,z-rotation
551.520,-0.137,0.393,0.038
551.560,-0.088,0.423,0.053
551.600,-0.149,0.400,0.027
551.640,-0.137,0.381,0.000
551.680,-0.122,0.419,0.053
551.720,-0.152,0.412,0.069
551.760,-0.099,0.431,-0.015
551.800,-0.095,0.404,-0.008
551.840,-0.091,0.415,0.004
551.880,-0.103,0.446,0.019
551.920,-0.171,0.370,-0.019
551.960,-0.141,0.423,0.038
552.000,-0.126,0.385,0.008
552.040,-0.141,0.400,0.004
552.080,-0.179,0.442,0.008
552.120,-0.133,0.427,0.019
552.160,-0.118,0.419,0.042
552.200,-0.149,0.373,0.042
552.240,-0.099,0.408,0.015
552.280,-0.099,0.393,0.038
552.320,-0.118,0.377,0.038
552.360,-0.084,0.454,-0.008
552.400,-0.130,0.427,0.080
552.440,-0.091,0.377,0.057
552.480,-0.133,0.354,0.015
552.520,-0.160,0.446,0.046
552.560,-0.111,0.408,0.072
552.600,-0.065,0.377,0.042
552.640,-0.130,0.377,-0.019
552.680,-0.145,0.396,0.004
552.720,-0.107,0.400,0.038
552.760,-0.114,0.423,-0.019
552.800,-0.076,0.366,0.027
552.840,-0.122,0.358,0.046
552.880,-0.091,0.415,-0.008
552.920,-0.149,0.358,0.027
552.960,-0.133,0.434,0.023
553.000,-0.130,0.404,0.030
553.040,-0.091,0.442,0.050
553.080,-0.091,0.404,0.038
553.120,-0.103,0.396,0.042
553.160,-0.118,0.362,0.015
553.200,-0.122,0.412,0.008
553.240,-0.091,0.400,0.011
553.280,-0.069,0.419,-0.004
553.320,-0.088,0.434,-0.015
553.360,-0.076,0.431,0.011
553.400,-0.118,0.427,0.023
553.440,-0.122,0.400,-0.011
553.480,-0.164,0.427,0.011
553.520,-0.133,0.427,0.034
553.560,-0.156,0.385,-0.015
553.600,-0.130,0.393,-0.034
553.640,-0.099,0.389,0.027
553.680,-0.118,0.404,0.038
553.720,-0.111,0.450,0.027
553.760,-0.118,0.457,0.050
553.800,-0.076,0.446,0.050
553.840,-0.107,0.419,0.004
553.880,-0.141,0.373,0.008
553.920,-0.149,0.427,0.034
553.960,-0.152,0.446,-0.019
554.000,-0.103,0.400,0.027
554.040,-0.091,0.389,0.050
554.080,-0.130,0.423,0.023
554.120,-0.099,0.373,0.011
554.160,-0.111,0.385,0.050
554.200,-0.099,0.419,0.034
554.240,-0.084,0.415,0.000
554.280,-0.156,0.419,0.050
554.320,-0.145,0.389,0.027
554.360,-0.099,0.396,0.042
554.400,-0.114,0.431,0.011
554.440,-0.065,0.389,0.023
554.480,-0.149,0.408,0.000
554.520,-0.114,0.438,-0.015
554.560,-0.133,0.373,0.019
554.600,-0.133,0.415,0.011
554.640,-0.156,0.389,-0.011
554.680,-0.141,0.400,0.019
554.720,-0.122,0.412,0.015
554.760,-0.118,0.415,0.008
554.800,-0.103,0.373,0.015
554.840,-0.152,0.377,0.038
554.880,-0.133,0.412,0.004
554.920,-0.149,0.366,0.008
554.960,-0.126,0.423,0.027
555.000,-0.069,0.434,0.015
555.040,-0.084,0.404,0.000
555.080,-0.149,0.434,0.023
555.120,-0.107,0.404,0.000
555.160,-0.133,0.396,0.019
555.200,-0.130,0.396,0.046
555.240,-0.141,0.423,0.008
555.280,-0.099,0.408,-0.011
555.320,-0.152,0.412,-0.008
555.360,-0.156,0.431,0.000
555.400,-0.114,0.415,-0.023
555.440,-0.122,0.423,0.011
555.480,-0.088,0.400,0.015
555.520,-0.065,0.408,0.008
555.560,-0.130,0.427,0.042
555.600,-0.175,0.408,0.023
555.640,-0.137,0.396,-0.023
555.680,-0.145,0.385,0.030
555.720,-0.069,0.400,0.069
555.760,-0.069,0.396,0.011
555.800,-0.133,0.404,-0.011
555.840,-0.099,0.442,0.042
555.880,-0.141,0.381,0.004
555.920,-0.118,0.404,0.023
555.960,-0.091,0.408,0.023
556.000,-0.114,0.381,0.019
556.040,-0.137,0.366,0.011
556.080,-0.141,0.385,0.008
556.120,-0.080,0.408,0.034
556.160,-0.050,0.396,0.004
556.200,-0.091,0.408,-0.015
556.240,-0.152,0.412,0.027
556.280,-0.137,0.408,0.011
556.320,-0.072,0.431,0.011
556.360,-0.103,0.400,0.061
556.400,-0.145,0.373,0.050
556.440,-0.149,0.377,-0.008
556.480,-0.145,0.385,0.000
556.520,-0.103,0.370,0.019
556.560,-0.107,0.381,0.030
556.600,-0.107,0.423,-0.011
556.640,-0.133,0.454,0.027
556.680,-0.130,0.454,0.046
556.720,-0.114,0.434,0.030
556.760,-0.080,0.366,0.023
556.800,-0.099,0.431,0.034
556.840,-0.103,0.415,0.042
556.880,-0.156,0.354,0.027
556.920,-0.168,0.419,0.065
556.960,-0.126,0.370,0.019
557.000,-0.114,0.400,-0.015
557.040,-0.126,0.404,0.038
557.080,-0.137,0.389,0.015
557.120,-0.137,0.415,0.008
557.160,-0.118,0.434,0.046
557.200,-0.072,0.415,0.008
557.240,-0.103,0.427,-0.008
557.280,-0.149,0.427,0.011
557.320,-0.175,0.393,0.042
557.360,-0.057,0.431,0.061
557.400,-0.072,0.412,0.019
557.440,-0.126,0.389,0.023
557.480,-0.099,0.408,0.008
557.520,-0.107,0.385,-0.015
557.560,-0.072,0.404,0.065
557.600,-0.088,0.373,-0.008
557.640,-0.141,0.366,0.011
557.680,-0.149,0.427,0.046
557.720,-0.107,0.396,0.019
557.760,-0.057,0.415,0.008
557.800,-0.046,0.366,0.042
557.840,-0.069,0.354,0.038
557.880,-0.107,0.442,-0.004
557.920,-0.107,0.427,-0.015
557.960,-0.137,0.404,0.023
558.000,-0.130,0.370,0.042
558.040,-0.065,0.389,0.008
558.080,-0.122,0.434,-0.011
558.120,-0.145,0.419,0.042
558.160,-0.133,0.415,0.034
558.200,-0.122,0.419,0.008
558.240,-0.130,0.431,0.053
558.280,-0.084,0.415,-0.008
558.320,-0.099,0.393,-0.042
558.360,-0.156,0.366,0.050
558.400,-0.130,0.385,0.046
558.440,-0.111,0.419,-0.027
558.480,-0.111,0.400,0.015
558.520,-0.145,0.400,0.084
558.560,-0.137,0.423,-0.038
558.600,-0.145,0.423,-0.019
558.640,-0.149,0.412,0.053
558.680,-0.107,0.354,0.008
558.720,-0.130,0.415,0.019
558.760,-0.091,0.400,0.042
558.800,-0.175,0.427,0.030
558.840,-0.141,0.450,-0.004
558.880,-0.122,0.373,0.015
558.920,-0.152,0.427,0.057
558.960,-0.164,0.412,0.019
559.000,-0.111,0.396,0.008
559.040,-0.141,0.393,-0.004
559.080,-0.141,0.377,-0.008
559.120,-0.061,0.412,-0.030
559.160,-0.091,0.396,0.008
559.200,-0.145,0.434,0.072
559.240,-0.099,0.400,0.023
559.280,-0.130,0.415,0.038
559.320,-0.187,0.484,0.019
559.360,-0.232,0.495,0.019
559.400,-0.133,0.412,0.091
559.440,-0.057,0.370,-0.015
559.480,-0.152,0.408,-0.038
559.520,-0.236,0.427,0.072
559.560,-0.175,0.393,0.095
559.600,-0.042,0.347,-0.004
559.640,-0.114,0.389,-0.027
559.680,-0.175,0.442,0.053
559.720,-0.130,0.404,0.038
559.760,-0.091,0.415,0.011
559.800,-0.149,0.450,0.046
559.840,-0.171,0.427,0.034
559.880,-0.133,0.419,0.034
559.920,-0.107,0.434,0.000
559.960,-0.111,0.393,0.027
560.000,-0.103,0.396,0.034
560.040,-0.137,0.423,-0.023
560.080,-0.145,0.419,0.000
560.120,-0.103,0.396,0.050
560.160,-0.080,0.408,0.008
560.200,-0.023,0.415,-0.019
560.240,-0.118,0.415,0.072
560.280,-0.114,0.393,0.053
560.320,-0.141,0.412,0.019
560.360,-0.149,0.419,0.000
560.400,-0.175,0.393,0.030
560.440,-0.130,0.423,-0.023
560.480,-0.103,0.419,-0.004
560.520,-0.145,0.415,0.008
560.560,-0.168,0.438,-0.011
560.600,-0.194,0.412,-0.004
560.640,-0.118,0.393,0.000
560.680,-0.160,0.423,0.038
560.720,-0.160,0.412,0.030
560.760,-0.088,0.370,0.011
560.800,-0.080,0.396,0.030
560.840,-0.114,0.366,0.046
560.880,-0.103,0.423,0.038
560.920,-0.103,0.427,0.042
560.960,-0.171,0.373,0.053
561.000,-0.145,0.385,0.023
561.040,-0.126,0.412,0.069
561.080,-0.126,0.419,0.019
561.120,-0.171,0.385,0.030
561.160,-0.114,0.389,0.023
561.200,-0.122,0.408,0.011
561.240,-0.160,0.393,0.015
561.280,-0.191,0.423,0.042
561.320,-0.202,0.408,0.065
561.360,-0.164,0.404,0.023
561.400,-0.114,0.404,0.011
561.440,-0.122,0.419,0.057
561.480,-0.179,0.461,0.030
561.520,-0.175,0.442,-0.004
561.560,-0.118,0.389,0.019
561.600,-0.095,0.370,0.015
561.640,-0.179,0.408,0.019
561.680,-0.114,0.404,0.011
561.720,-0.084,0.427,0.019
561.760,-0.122,0.400,0.019
561.800,-0.130,0.381,-0.011
561.840,-0.103,0.362,0.053
561.880,-0.145,0.381,0.015
561.920,-0.133,0.415,-0.019
561.960,-0.114,0.400,0.008
562.000,-0.191,0.423,0.053
562.040,-0.149,0.400,0.015
562.080,-0.057,0.415,-0.011
562.120,-0.133,0.404,0.008
562.160,-0.122,0.431,0.000
562.200,-0.111,0.431,-0.034
562.240,-0.107,0.393,-0.034
562.280,-0.114,0.404,0.034
562.320,-0.141,0.385,0.038
562.360,-0.118,0.412,-0.023
562.400,-0.141,0.385,-0.008
562.440,-0.152,0.389,0.008
562.480,-0.088,0.396,0.011
562.520,-0.130,0.427,-0.027
562.560,-0.122,0.358,0.011
562.600,-0.107,0.362,0.008
562.640,-0.126,0.442,0.050
562.680,-0.126,0.393,0.019
562.720,-0.084,0.412,0.004
562.760,-0.099,0.423,-0.019
562.800,-0.114,0.412,0.011
562.840,-0.126,0.438,0.042
562.880,-0.149,0.427,0.057
562.920,-0.149,0.427,-0.015
562.960,-0.088,0.419,-0.011
563.000,-0.145,0.400,0.046
563.040,-0.141,0.400,0.034
563.080,-0.164,0.373,-0.011
563.120,-0.130,0.400,0.030
563.160,-0.130,0.393,0.004
563.200,-0.114,0.389,-0.015
563.240,-0.088,0.385,-0.011
563.280,-0.137,0.389,0.053
563.320,-0.156,0.442,0.011
563.360,-0.145,0.412,-0.023
563.400,-0.111,0.412,0.000
563.440,-0.126,0.431,0.023
563.480,-0.111,0.400,0.019
563.520,-0.114,0.400,-0.042
563.560,-0.114,0.393,0.030
563.600,-0.118,0.370,0.034
563.640,-0.133,0.332,0.042
563.680,-0.175,0.396,0.019
563.720,-0.114,0.400,-0.004
563.760,-0.084,0.362,0.004
563.800,-0.076,0.400,0.050
563.840,-0.145,0.404,0.080
563.880,-0.160,0.434,0.000
563.920,-0.118,0.389,-0.027
563.960,-0.122,0.366,-0.008
564.000,-0.111,0.408,0.061
564.040,-0.088,0.396,0.046
564.080,-0.088,0.408,0.004
564.120,-0.133,0.450,0.011
564.160,-0.149,0.454,0.027
564.200,-0.099,0.412,0.011
564.240,-0.084,0.389,0.011
564.280,-0.084,0.438,0.046
564.320,-0.130,0.396,0.080
564.360,-0.133,0.381,-0.015
564.400,-0.156,0.393,-0.011
564.440,-0.080,0.431,0.015
564.480,-0.149,0.415,0.046
564.520,-0.191,0.396,0.030
564.560,-0.145,0.362,0.034
564.600,-0.099,0.396,0.053
564.640,-0.095,0.400,0.000
564.680,-0.103,0.351,0.000
564.720,-0.103,0.393,0.042
564.760,-0.137,0.423,0.057
564.800,-0.122,0.412,-0.015
564.840,-0.141,0.393,-0.015
564.880,-0.202,0.408,0.015
564.920,-0.122,0.419,-0.011
564.960,-0.111,0.370,0.057
565.000,-0.171,0.358,0.011
565.040,-0.156,0.419,0.011
565.080,-0.103,0.415,-0.008
565.120,-0.111,0.438,0.034
565.160,-0.156,0.423,0.030
565.200,-0.156,0.415,0.000
565.240,-0.160,0.427,-0.011
565.280,-0.137,0.385,0.000
565.320,-0.126,0.389,0.019
565.360,-0.118,0.385,0.046
565.400,-0.152,0.354,0.038
565.440,-0.133,0.377,0.008
565.480,-0.103,0.396,0.050
565.520,-0.130,0.415,0.050
565.560,-0.149,0.404,-0.004
565.600,-0.130,0.400,-0.019
565.640,-0.122,0.400,0.038
565.680,-0.133,0.381,0.008
565.720,-0.091,0.423,-0.038
565.760,-0.126,0.381,0.042
565.800,-0.164,0.419,0.080
565.840,-0.130,0.427,0.042
565.880,-0.141,0.381,0.038
565.920,-0.061,0.408,0.038
565.960,-0.088,0.373,0.011
566.000,-0.114,0.408,0.030
566.040,-0.095,0.404,0.023
566.080,-0.164,0.404,0.004
566.120,-0.126,0.389,0.011
566.160,-0.130,0.396,0.034
566.200,-0.130,0.415,0.053
566.240,-0.091,0.419,0.034
566.280,-0.114,0.381,0.027
566.320,-0.141,0.373,0.038
566.360,-0.107,0.351,-0.011
566.400,-0.107,0.419,-0.091
566.440,-0.133,0.438,0.088
566.480,-0.111,0.385,0.080
566.520,-0.118,0.400,-0.072
566.560,-0.126,0.408,0.042
566.600,-0.133,0.404,0.111
566.640,-0.107,0.396,0.019
566.680,-0.114,0.408,-0.023
566.720,-0.175,0.385,0.084
566.760,-0.156,0.412,0.015
566.800,-0.160,0.404,-0.011
566.840,-0.111,0.412,0.030
566.880,-0.080,0.400,0.015
566.920,-0.088,0.385,0.027
566.960,-0.122,0.370,0.004
567.000,-0.126,0.393,0.034
567.040,-0.114,0.412,0.050
567.080,-0.118,0.377,0.053
567.120,-0.202,0.362,0.004
567.160,-0.168,0.431,-0.008
567.200,-0.133,0.400,0.046
567.240,-0.198,0.400,0.019
567.280,-0.126,0.423,-0.008
567.320,-0.099,0.412,0.046
567.360,-0.137,0.412,0.053
567.400,-0.187,0.393,0.011
567.440,-0.141,0.396,0.015
567.480,-0.118,0.400,0.015
567.520,-0.152,0.389,0.023
567.560,-0.130,0.419,0.030
567.600,-0.107,0.393,0.023
567.640,-0.126,0.408,0.030
567.680,-0.164,0.423,0.027
567.720,-0.156,0.393,0.061
567.760,-0.175,0.377,0.008
567.800,-0.194,0.423,0.030
567.840,-0.156,0.393,0.027
567.880,-0.141,0.393,0.008
567.920,-0.114,0.377,0.034
567.960,-0.111,0.412,0.019
568.000,-0.095,0.423,0.008
568.040,-0.076,0.427,-0.004
568.080,-0.126,0.423,0.069
568.120,-0.133,0.389,0.057
568.160,-0.160,0.385,0.050
568.200,-0.122,0.396,0.023
568.240,-0.130,0.396,0.011
568.280,-0.160,0.385,0.030
568.320,-0.149,0.358,-0.030
568.360,-0.107,0.370,-0.004
568.400,-0.099,0.377,0.008
568.440,-0.171,0.381,0.027
568.480,-0.149,0.362,0.042
568.520,-0.114,0.377,0.050
568.560,-0.168,0.393,0.034
568.600,-0.145,0.377,0.042
568.640,-0.133,0.393,0.042
568.680,-0.156,0.389,0.019
568.720,-0.171,0.446,0.050
568.760,-0.149,0.457,0.050
568.800,-0.130,0.438,0.050
568.840,-0.141,0.415,0.061
568.880,-0.137,0.354,0.019
568.920,-0.111,0.415,0.042
568.960,-0.103,0.442,0.084
569.000,-0.141,0.396,0.057
569.040,-0.126,0.385,-0.015
569.080,-0.175,0.450,0.042
569.120,-0.156,0.442,0.065
569.160,-0.130,0.427,0.015
569.200,-0.095,0.438,0.030
569.240,-0.122,0.393,0.042
569.280,-0.168,0.389,0.023
569.320,-0.137,0.377,-0.004
569.360,-0.114,0.412,0.080
569.400,-0.061,0.385,0.065
569.440,-0.091,0.373,-0.023
569.480,-0.168,0.431,0.019
569.520,-0.133,0.385,0.072
569.560,-0.080,0.408,0.027
569.600,-0.164,0.442,0.023
569.640,-0.160,0.427,0.023
569.680,-0.065,0.438,-0.011
569.720,-0.103,0.404,-0.008
569.760,-0.076,0.389,0.034
569.800,-0.126,0.427,0.034
569.840,-0.126,0.339,0.034
569.880,-0.141,0.427,-0.027
569.920,-0.141,0.427,0.000
569.960,-0.095,0.434,0.008
570.000,-0.084,0.427,0.065
570.040,-0.160,0.412,0.042
570.080,-0.171,0.373,0.027
570.120,-0.095,0.373,0.061
570.160,-0.084,0.396,0.038
570.200,-0.072,0.427,0.030
570.240,-0.099,0.412,0.050
570.280,-0.160,0.385,0.008
570.320,-0.137,0.381,0.019
570.360,-0.118,0.389,0.042
570.400,-0.034,0.396,-0.030
570.440,-0.072,0.385,0.011
570.480,-0.145,0.366,0.019
570.520,-0.137,0.377,0.038
570.560,-0.122,0.400,0.027
570.600,-0.118,0.393,0.008
570.640,-0.107,0.400,0.030
570.680,-0.099,0.373,0.015
570.720,-0.069,0.373,0.023
570.760,-0.118,0.396,0.008
570.800,-0.111,0.404,0.069
570.840,-0.141,0.400,-0.004
570.880,-0.179,0.385,0.004
570.920,-0.126,0.385,0.050
570.960,-0.111,0.400,0.027
571.000,-0.088,0.400,0.004
571.040,-0.103,0.415,0.027
571.080,-0.130,0.454,-0.004
571.120,-0.084,0.385,-0.038
571.160,-0.061,0.404,-0.015
571.200,-0.065,0.488,-0.004
571.240,-0.099,0.419,-0.069
571.280,-0.137,0.423,-0.076
571.320,-0.145,0.450,0.019
571.360,-0.130,0.400,0.038
571.400,-0.126,0.389,-0.023
571.440,-0.130,0.423,0.034
571.480,-0.095,0.396,0.050
571.520,-0.164,0.393,0.069
571.560,-0.168,0.446,0.057
571.600,-0.080,0.431,0.053
571.640,-0.080,0.423,0.030
571.680,-0.149,0.434,0.034
571.720,-0.175,0.389,-0.042
571.760,-0.133,0.412,0.057
571.800,-0.034,0.393,0.095
571.840,-0.114,0.389,0.015
571.880,-0.126,0.393,0.000
571.920,-0.080,0.389,0.038
571.960,-0.076,0.415,0.042
572.000,-0.164,0.396,0.023
572.040,-0.152,0.393,0.004
572.080,-0.114,0.431,0.053
572.120,-0.038,0.381,0.065
572.160,-0.156,0.389,0.053
572.200,-0.137,0.412,0.027
572.240,-0.103,0.358,0.034
572.280,-0.171,0.419,-0.042
572.320,-0.160,0.396,0.019
572.360,-0.095,0.377,0.111
572.400,-0.133,0.400,-0.038
572.440,-0.091,0.438,0.004
572.480,-0.099,0.427,0.038
572.520,-0.149,0.431,0.011
572.560,-0.088,0.396,0.019
572.600,-0.141,0.393,0.034
572.640,-0.229,0.469,0.050
572.680,-0.152,0.415,0.008
572.720,-0.069,0.400,0.015
572.760,-0.156,0.404,0.057
572.800,-0.141,0.415,0.004
572.840,-0.118,0.431,0.034
572.880,-0.145,0.381,0.027
572.920,-0.137,0.427,0.046
572.960,-0.141,0.408,0.004
573.000,-0.156,0.396,0.023
573.040,-0.137,0.381,0.027
573.080,-0.198,0.396,0.034
573.120,-0.179,0.415,-0.004
573.160,-0.130,0.412,0.027
573.200,-0.179,0.393,0.030
573.240,-0.130,0.442,0.065
573.280,-0.091,0.415,0.050
573.320,-0.122,0.438,-0.023
573.360,-0.152,0.396,-0.008
573.400,-0.137,0.389,0.038
573.440,-0.183,0.415,0.065
573.480,-0.149,0.377,0.050
573.520,-0.046,0.389,0.015
573.560,-0.111,0.404,0.000
573.600,-0.080,0.393,0.008
573.640,-0.107,0.423,0.019
573.680,-0.126,0.396,0.004
573.720,-0.141,0.434,0.011
573.760,-0.137,0.450,0.084
573.800,-0.160,0.434,0.038
573.840,-0.187,0.408,0.000
573.880,-0.130,0.419,0.008
573.920,-0.171,0.442,0.004
573.960,-0.126,0.412,0.019
574.000,-0.141,0.446,0.065
574.040,-0.133,0.415,0.034
574.080,-0.107,0.469,-0.004
574.120,-0.164,0.415,0.008
574.160,-0.126,0.389,0.046
574.200,-0.118,0.389,-0.004
574.240,-0.122,0.389,-0.023
574.280,-0.145,0.431,0.080
574.320,-0.118,0.373,0.057
574.360,-0.118,0.381,-0.015
574.400,-0.118,0.396,0.057
574.440,-0.095,0.412,0.076
574.480,-0.145,0.404,0.050
574.520,-0.164,0.404,0.038
574.560,-0.152,0.389,0.034
574.600,-0.133,0.412,0.015
574.640,-0.107,0.442,0.027
574.680,-0.084,0.385,0.050
574.720,-0.099,0.377,0.038
574.760,-0.118,0.408,0.057
574.800,-0.130,0.381,-0.004
574.840,-0.118,0.396,0.008
574.880,-0.111,0.427,0.046
574.920,-0.080,0.366,0.057
574.960,-0.160,0.457,0.023
575.000,-0.076,0.415,0.004
575.040,-0.114,0.370,0.015
575.080,-0.149,0.419,0.015
575.120,-0.137,0.408,0.015
575.160,-0.130,0.393,0.027
575.200,-0.114,0.427,-0.004
575.240,-0.107,0.415,-0.030
575.280,-0.179,0.393,0.027
575.320,-0.191,0.427,0.038
575.360,-0.133,0.419,-0.015
575.400,-0.130,0.404,0.008
575.440,-0.118,0.408,0.046
575.480,-0.091,0.393,0.053
575.520,-0.156,0.400,0.034
575.560,-0.164,0.404,0.061
575.600,-0.122,0.381,0.027
575.640,-0.149,0.358,-0.004
575.680,-0.111,0.347,0.042
575.720,-0.118,0.377,0.023
575.760,-0.187,0.389,0.008
575.800,-0.137,0.431,-0.008
575.840,-0.145,0.396,0.042
575.880,-0.126,0.366,0.023
575.920,-0.137,0.412,0.015
575.960,-0.133,0.366,-0.008
576.000,-0.111,0.385,0.004
576.040,-0.099,0.423,0.008
576.080,-0.130,0.423,0.030
576.120,-0.111,0.438,0.011
576.160,-0.118,0.442,0.011
576.200,-0.160,0.450,0.042
576.240,-0.107,0.412,0.030
576.280,-0.130,0.396,0.000
576.320,-0.164,0.431,0.042
576.360,-0.145,0.419,0.046
576.400,-0.156,0.393,-0.008
576.440,-0.122,0.446,0.011
576.480,-0.095,0.412,0.011
576.520,-0.118,0.415,0.050
576.560,-0.145,0.412,-0.011
576.600,-0.152,0.400,-0.004
576.640,-0.168,0.370,0.034
576.680,-0.114,0.370,0.004
576.720,-0.133,0.396,0.000
576.760,-0.114,0.457,0.042
576.800,-0.130,0.396,0.019
576.840,-0.118,0.400,0.000
576.880,-0.137,0.442,0.015
576.920,-0.088,0.400,0.027
576.960,-0.114,0.370,-0.004
577.000,-0.118,0.408,0.046
577.040,-0.133,0.404,0.019
577.080,-0.118,0.450,-0.008
577.120,-0.118,0.412,0.015
577.160,-0.141,0.396,0.053
577.200,-0.118,0.404,0.042
577.240,-0.122,0.412,-0.011
577.280,-0.122,0.415,0.008
577.320,-0.130,0.412,0.008
577.360,-0.046,0.404,0.057
577.400,-0.099,0.404,0.061
577.440,-0.156,0.396,0.019
577.480,-0.141,0.396,-0.011
577.520,-0.107,0.415,-0.030
577.560,-0.099,0.415,-0.023
577.600,-0.122,0.419,0.015
577.640,-0.107,0.385,0.008
577.680,-0.133,0.400,0.011
577.720,-0.122,0.389,0.042
577.760,-0.145,0.377,0.000
577.800,-0.122,0.389,0.011
577.840,-0.191,0.396,0.015
577.880,-0.133,0.404,0.019
577.920,-0.111,0.427,-0.023
577.960,-0.107,0.408,-0.027
578.000,-0.130,0.431,0.027
578.040,-0.091,0.400,0.027
578.080,-0.145,0.396,-0.027
578.120,-0.152,0.427,-0.011
578.160,-0.133,0.442,0.042
578.200,-0.088,0.408,0.038
578.240,-0.069,0.385,0.072
578.280,-0.107,0.400,0.019
578.320,-0.145,0.404,-0.015
578.360,-0.095,0.415,0.030
578.400,-0.145,0.427,0.038
578.440,-0.152,0.415,0.034
578.480,-0.156,0.434,0.011
578.520,-0.065,0.450,0.019
578.560,-0.069,0.427,0.019
578.600,-0.088,0.404,0.019
578.640,-0.118,0.423,0.034
578.680,-0.122,0.427,0.065
578.720,-0.149,0.442,0.019
578.760,-0.133,0.400,0.000
578.800,-0.145,0.385,0.019
578.840,-0.130,0.389,0.027
578.880,-0.156,0.351,-0.027
578.920,-0.137,0.408,-0.015
578.960,-0.091,0.377,0.019
579.000,-0.141,0.400,0.076
579.040,-0.149,0.446,0.030
579.080,-0.133,0.454,-0.011
579.120,-0.095,0.404,0.042
579.160,-0.145,0.396,0.050
579.200,-0.149,0.412,0.011
579.240,-0.107,0.393,-0.034
579.280,-0.122,0.385,0.038
579.320,-0.164,0.434,0.042
579.360,-0.152,0.404,0.034
579.400,-0.152,0.404,0.023
579.440,-0.133,0.404,0.034
579.480,-0.141,0.415,0.038
579.520,-0.107,0.415,0.050
579.560,-0.080,0.408,0.019
579.600,-0.141,0.438,-0.023
579.640,-0.187,0.423,0.004
579.680,-0.111,0.412,0.015
579.720,-0.141,0.457,0.000
579.760,-0.175,0.434,0.065
579.800,-0.088,0.389,0.008
579.840,-0.149,0.396,-0.019
579.880,-0.149,0.373,0.015
579.920,-0.099,0.328,-0.004
579.960,-0.111,0.404,0.034
580.000,-0.076,0.419,0.046
580.040,-0.072,0.377,0.038
580.080,-0.149,0.389,-0.008
580.120,-0.160,0.393,0.023
580.160,-0.168,0.427,0.015
580.200,-0.133,0.381,-0.008
580.240,-0.133,0.427,0.015
580.280,-0.152,0.427,0.065
580.320,-0.133,0.335,0.069
580.360,-0.141,0.389,0.050
580.400,-0.168,0.442,0.011
580.440,-0.122,0.393,0.046
580.480,-0.118,0.404,0.015
580.520,-0.137,0.412,-0.030
580.560,-0.149,0.427,-0.008
580.600,-0.160,0.400,0.069
580.640,-0.168,0.354,0.000
580.680,-0.095,0.393,-0.004
580.720,-0.145,0.450,0.011
580.760,-0.152,0.434,0.015
580.800,-0.141,0.415,0.023
580.840,-0.084,0.408,0.042
580.880,-0.114,0.358,-0.011
580.920,-0.160,0.427,0.004
580.960,-0.149,0.423,0.011
581.000,-0.084,0.396,-0.004
581.040,-0.156,0.412,0.015
581.080,-0.156,0.404,0.023
581.120,-0.126,0.469,0.004
581.160,-0.118,0.408,-0.011
581.200,-0.137,0.408,0.011
581.240,-0.156,0.419,0.057
581.280,-0.137,0.423,-0.008
581.320,-0.141,0.457,0.015
581.360,-0.141,0.434,0.000
581.400,-0.137,0.415,0.023
581.440,-0.130,0.396,-0.015
581.480,-0.095,0.389,0.023
581.520,-0.156,0.400,0.053
581.560,-0.141,0.415,0.027
581.600,-0.137,0.408,0.008
581.640,-0.111,0.450,0.065
581.680,-0.160,0.442,0.011
581.720,-0.164,0.438,-0.053
581.760,-0.133,0.404,0.004
581.800,-0.145,0.408,0.065
581.840,-0.126,0.408,0.034
581.880,-0.133,0.396,0.000
581.920,-0.118,0.431,0.034
581.960,-0.076,0.457,0.008
582.000,-0.053,0.457,0.019
582.040,-0.065,0.408,0.019
582.080,-0.156,0.400,-0.008
582.120,-0.171,0.381,-0.053
582.160,-0.118,0.377,0.011
582.200,-0.080,0.385,0.076
582.240,-0.095,0.385,-0.008
582.280,-0.137,0.381,-0.008
582.320,-0.114,0.381,0.065
582.360,-0.019,0.450,0.050
582.400,-0.160,0.427,0.004
582.440,-0.175,0.370,0.015
582.480,-0.065,0.393,0.034
582.520,-0.183,0.415,0.004
582.560,-0.179,0.419,0.000
582.600,-0.076,0.381,0.088
582.640,-0.099,0.423,0.080
582.680,-0.152,0.438,0.004
582.720,-0.130,0.442,0.080
582.760,-0.091,0.404,0.015
582.800,-0.168,0.419,-0.019
582.840,-0.149,0.396,0.027
582.880,-0.133,0.415,0.034
582.920,-0.091,0.396,0.023
582.960,-0.133,0.442,-0.008
583.000,-0.137,0.423,0.053
583.040,-0.171,0.396,0.011
583.080,-0.137,0.400,-0.019
583.120,-0.118,0.412,0.004
583.160,-0.114,0.389,0.050
583.200,-0.126,0.393,0.004
583.240,-0.107,0.366,0.011
583.280,-0.156,0.358,0.061
583.320,-0.122,0.415,0.046
583.360,-0.114,0.400,0.011
583.400,-0.130,0.396,0.042
583.440,-0.137,0.423,0.065
583.480,-0.160,0.450,0.065
583.520,-0.133,0.396,-0.015
583.560,-0.065,0.404,0.008
583.600,-0.080,0.400,0.042
583.640,-0.118,0.408,0.038
583.680,-0.160,0.419,0.034
583.720,-0.130,0.389,0.011
583.760,-0.088,0.419,0.019
583.800,-0.126,0.438,0.023
583.840,-0.168,0.389,-0.015
583.880,-0.133,0.362,0.000
583.920,-0.099,0.381,0.015
583.960,-0.088,0.396,0.046
