timestamp,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro
0.0,0.739501953125,-0.016845703125,-0.65283203125,-0.24390244483947754,0.6707317233085632,-0.12195122241973877
11.0,0.745361328125,-0.0166015625,-0.65771484375,0.12195122241973877,0.3658536672592163,-0.4268292784690857
21.0,0.74462890625,-0.018798828125,-0.657958984375,-0.18292683362960815,0.3658536672592163,0.12195122241973877
30.0,0.743408203125,-0.0185546875,-0.65625,-0.060975611209869385,0.4268292784690857,0.12195122241973877
40.0,0.744384765625,-0.017333984375,-0.65771484375,-0.060975611209869385,0.5487805008888245,0.060975611209869385
50.0,0.74560546875,-0.017333984375,-0.658203125,-0.18292683362960815,0.4878048896789551,0.060975611209869385
60.0,0.74365234375,-0.0205078125,-0.65673828125,-0.12195122241973877,0.4878048896789551,0.060975611209869385
71.0,0.74462890625,-0.01953125,-0.65673828125,-0.060975611209869385,0.4878048896789551,0.12195122241973877
81.0,0.745849609375,-0.01708984375,-0.659912109375,-0.060975611209869385,0.4268292784690857,0.0
91.0,0.743896484375,-0.0185546875,-0.657958984375,-0.12195122241973877,0.4878048896789551,0.060975611209869385
100.0,0.744140625,-0.02001953125,-0.6591796875,-0.12195122241973877,0.4268292784690857,0.0
110.0,0.74462890625,-0.019775390625,-0.658203125,-0.12195122241973877,0.4878048896789551,0.0
121.0,0.745361328125,-0.017822265625,-0.65576171875,-0.12195122241973877,0.5487805008888245,0.060975611209869385
131.0,0.745361328125,-0.0185546875,-0.655029296875,-0.060975611209869385,0.4878048896789551,0.060975611209869385
141.0,0.74462890625,-0.017578125,-0.656494140625,-0.060975611209869385,0.4268292784690857,0.060975611209869385
151.0,0.743408203125,-0.017333984375,-0.6572265625,-0.12195122241973877,0.4268292784690857,0.060975611209869385
162.0,0.743896484375,-0.01904296875,-0.657470703125,-0.12195122241973877,0.5487805008888245,-0.060975611209869385
172.0,0.743896484375,-0.020751953125,-0.657958984375,-0.12195122241973877,0.5487805008888245,-0.060975611209869385
181.0,0.744384765625,-0.01953125,-0.65771484375,-0.12195122241973877,0.4268292784690857,-0.060975611209869385
191.0,0.74560546875,-0.01806640625,-0.658203125,-0.12195122241973877,0.3658536672592163,0.060975611209869385
201.0,0.745361328125,-0.020751953125,-0.658203125,-0.12195122241973877,0.4268292784690857,0.12195122241973877
211.0,0.74365234375,-0.0185546875,-0.65869140625,-0.18292683362960815,0.4878048896789551,0.0
222.0,0.742919921875,-0.01806640625,-0.657470703125,-0.18292683362960815,0.4268292784690857,-0.060975611209869385
232.0,0.742919921875,-0.019287109375,-0.65966796875,-0.18292683362960815,0.4878048896789551,0.060975611209869385
242.0,0.7431640625,-0.017333984375,-0.656494140625,0.0,0.5487805008888245,0.060975611209869385
251.0,0.744140625,-0.016357421875,-0.65869140625,-0.12195122241973877,0.5487805008888245,0.060975611209869385
261.0,0.744140625,-0.017333984375,-0.657470703125,-0.18292683362960815,0.4878048896789551,0.0
271.0,0.744384765625,-0.032958984375,-0.657958984375,-0.24390244483947754,0.4878048896789551,0.0
282.0,0.854736328125,-0.5517578125,-0.523193359375,-22.68292808532715,0.5487805008888245,18.35365867614746
292.0,0.927490234375,-0.66162109375,-0.43994140625,-106.89024353027344,1.6463414430618286,89.0243911743164
302.0,0.68017578125,-0.13818359375,-0.734375,-155.91464233398438,2.195122003555298,125.91463470458984
312.0,0.4921875,0.377197265625,-1.010009765625,-165.1829376220703,-0.5487805008888245,129.6341552734375
323.0,0.766845703125,0.43896484375,-0.73828125,-130.6707305908203,1.2804877758026123,83.59756469726562
331.0,0.961181640625,0.24267578125,-0.578125,-95.91463470458984,2.4390244483947754,-0.4268292784690857
342.0,0.77001953125,0.03857421875,-0.72216796875,-104.57317352294922,0.18292683362960815,-66.46341705322266
352.0,0.705810546875,0.001708984375,-0.751220703125,-120.9756088256836,-2.987804889678955,-87.92683410644531
362.0,0.818603515625,0.086669921875,-0.75634765625,-117.92683410644531,11.341464042663574,-104.93902587890625
372.0,1.007080078125,0.173095703125,-0.809326171875,-132.98780822753906,40.914634704589844,-164.0853729248047
383.0,1.1875,0.468994140625,-0.80224609375,-216.64634704589844,113.3536605834961,-257.80487060546875
393.0,1.001953125,0.6455078125,-0.859130859375,-331.0975646972656,237.256103515625,-371.1585388183594
402.0,1.148681640625,0.822998046875,-0.90478515625,-355.7926940917969,242.86585998535156,-478.5365905761719
412.0,1.18212890625,1.077392578125,-0.722412109375,-331.95123291015625,158.0487823486328,-511.95123291015625
422.0,1.033935546875,1.228759765625,-0.66943359375,-357.9878234863281,123.41463470458984,-558.2317504882812
433.0,1.009521484375,1.5224609375,-0.66162109375,-420.7317199707031,128.47561645507812,-649.4512329101562
443.0,1.00830078125,1.784912109375,-0.69921875,-486.5244140625,135.6707305908203,-775.0609741210938
453.0,0.803466796875,1.774169921875,-0.661376953125,-541.3414916992188,127.74390411376953,-878.53662109375
463.0,0.502685546875,1.497314453125,-0.5693359375,-571.9512329101562,105.67073059082031,-915.6098022460938
472.0,0.2724609375,1.109130859375,-0.37548828125,,,
474.0,,,,-576.3414916992188,94.39024353027344,-887.1951293945312
482.0,0.02197265625,0.77294921875,-0.113037109375,-563.6585693359375,108.29268646240234,-798.1707763671875
493.0,-0.3876953125,0.49609375,0.10595703125,-514.756103515625,121.64634704589844,-606.9512329101562
503.0,-0.860595703125,0.360595703125,0.337158203125,-406.2195129394531,65.30487823486328,-309.6341552734375
513.0,-1.1650390625,0.55322265625,0.53466796875,-286.6463623046875,-54.085365295410156,6.829268455505371
523.0,-1.173095703125,0.822265625,0.65673828125,-248.35366821289062,-151.03659057617188,193.23170471191406
534.0,-1.038818359375,0.675048828125,0.5322265625,-279.0243835449219,-149.69512939453125,248.23171997070312
544.0,-0.82763671875,0.149658203125,0.30615234375,-265.0,-109.69512176513672,248.35366821289062
553.0,-0.4384765625,-0.162841796875,0.21337890625,-195.06097412109375,-147.9268341064453,271.2195129394531
563.0,-0.062744140625,-0.02490234375,-0.034423828125,-140.24391174316406,-197.19512939453125,271.1585388183594
573.0,-0.009765625,-0.0107421875,-0.03271484375,-134.0853729248047,-196.03659057617188,206.76829528808594
583.0,1.753662109375,0.7294921875,-1.468017578125,-120.7317123413086,-187.6829376220703,220.48780822753906
594.0,4.638671875,4.560791015625,-3.957763671875,504.20733642578125,85.12195587158203,985.0609741210938
604.0,-1.047119140625,0.515869140625,1.1787109375,855.6707763671875,258.6585388183594,1175.6097412109375
614.0,-1.524658203125,-0.50634765625,1.942138671875,277.43902587890625,253.47561645507812,527.1341552734375
623.0,0.609130859375,-0.294677734375,0.3642578125,-155.06097412109375,189.3292694091797,165.06097412109375
633.0,1.244873046875,-2.31298828125,2.109619140625,-345.0,-556.03662109375,-334.51220703125
643.0,0.9423828125,-2.561767578125,2.52490234375,-587.6219482421875,-1143.9635009765625,-585.243896484375
654.0,1.647216796875,-1.193115234375,0.37548828125,-472.3780517578125,-793.9024658203125,-308.1097717285156
664.0,1.763916015625,-0.89453125,-1.951171875,-227.98780822753906,-167.56097412109375,-307.68292236328125
674.0,0.3701171875,0.0703125,-0.833251953125,-22.560976028442383,146.89024353027344,-293.5975646972656
685.0,-0.00341796875,0.255859375,-0.013427734375,82.25609588623047,144.93902587890625,-239.8780517578125
693.0,-0.01611328125,0.027587890625,0.003662109375,,,
695.0,,,,44.085365295410156,144.6341552734375,-246.8292694091797
704.0,-0.03564453125,1.5029296875,-0.245849609375,-68.84146881103516,147.6829376220703,-277.3780517578125
714.0,-0.31591796875,4.314697265625,-0.886962890625,-917.1951293945312,64.81707763671875,-607.743896484375
724.0,-3.892822265625,4.50830078125,4.220458984375,-1888.4146728515625,-40.182926177978516,-1169.8780517578125
734.0,-4.735595703125,1.2763671875,5.849609375,-417.7439270019531,325.06097412109375,-104.39024353027344
745.0,-0.504638671875,1.8173828125,0.308837890625,573.7195434570312,-82.5,544.5731811523438
755.0,0.10546875,2.123046875,0.175048828125,315.9756164550781,-289.57318115234375,443.7804870605469
765.0,0.207275390625,0.09814453125,0.700439453125,-25.54878044128418,-97.19512176513672,355.243896484375
