timestamp,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro,squared norm,zero velocity,px,py,pz,vx,vy,vz,q0,q1,q2,q3,psi,theta,phi
221.0,-0.0057612518967959,1.6903739914468021,0.8116489449945985,-2044.4615643423617,777.3869533430294,-1298.3612231312516,6469895.429032054,False,-0.06521481933750267,-0.03505596011363465,-0.0981518756594306,-0.39799637875763405,-0.16115966871737183,-0.910657306773564,0.14968401540953974,-0.30358692690065003,0.1875915069421992,0.9220841067218603,-2.673271912719013,-0.52788394156647,0.5301569281878808
230.0,-0.18450798912779182,1.320172665911211,0.18021509180636253,-2022.3220942905878,205.55219816288468,-1016.4175691379071,5165143.034077675,False,-0.06898087421577613,-0.0369510967203722,-0.10651278694473998,-0.43890469889000133,-0.2599817916031234,-0.947322968510805,0.16938461833346025,-0.35194425299847554,0.017872156888886274,0.9203937634846904,-2.70484739351868,-0.6968432347732757,0.19969768707892116
240.0,-0.3471388939382807,0.5359281055862464,0.03941899043190307,-1589.5570469720126,-616.1318541062794,-938.8963533757748,3787836.429605154,False,-0.07334928195968574,-0.03984654270265207,-0.11637333258085468,-0.43477685492884877,-0.31910740133723214,-1.0247861457948262,0.1941432525975841,-0.3226154605779496,-0.1464248991394423,0.9147608490632467,-2.792597046353935,-0.7037571988942516,-0.1881720655107678
250.0,-0.10900981556357589,0.46166645073625423,-0.2683900931327457,-1409.1961218042043,-960.3190598477316,-903.2756198445921,3723953.251820473,False,-0.0776325930459589,-0.04324254922186818,-0.12727080224640225,-0.42188535972464597,-0.36009390236877153,-1.1547077978918716,0.21133226894240004,-0.2541724758309072,-0.2974070413138897,0.8957031184553073,-2.8584262766661417,-0.6199931287179035,-0.5499152217431726
261.0,-0.15744920951314126,0.5307669533770296,-0.1881049009868093,-1473.5077039513876,-857.6070432060397,-896.4883854891092,3710406.219477566,False,-0.08220707257847894,-0.047436750538334314,-0.1408144304912028,-0.40983819045217945,-0.4024881477799627,-1.3077700705153747,0.2241281752734258,-0.1809934562934487,-0.456995464000411,0.8415242573512692,-2.8929066970897366,-0.5345709412107834,-0.9265677452305174
271.0,-0.16857174058368643,0.5183696040238182,-0.18214855190335572,-1477.5114933297102,-863.3817655281936,-883.0602556749461,3708263.7011206723,False,-0.08624482714827107,-0.05156754146303766,-0.15463674651945103,-0.39771272463060786,-0.4236700360748768,-1.4566931360122528,0.22788607633892063,-0.10921647955889413,-0.589184397039104,0.7674642943416201,-2.8933562731520883,-0.45134177297834077,-1.2522004917554745
281.0,-0.16352095541968184,0.5120514268339337,-0.19119801398187775,-1475.610605791274,-880.036989273236,-868.9315870179287,3706933.8653302887,False,-0.09016661637374922,-0.05581317141438918,-0.16996834583607598,-0.38664512192687034,-0.42545594366544615,-1.6096267300616771,0.22343225772637249,-0.03387421343471303,-0.7050892279125441,0.672145627489436,-2.867357185293581,-0.36892842415029053,-1.5671473592459866
291.0,0.30498973162256454,-0.2579128242155542,-0.5146634643419167,-1428.4124412244987,-847.2810984393611,-840.6278471090748,3464902.53935278,False,-0.09404439609716403,-0.05979210830648504,-0.18639382483545827,-0.38891082366768803,-0.37033142998675567,-1.6754690695873715,0.21353796624787189,0.039937144521542574,-0.7984281556613622,0.561532761025912,-2.818133766968436,-0.3006461326717955,-1.8663064701225187
302.0,0.2718489723608077,-0.31926429541083373,-0.25300202596210153,-799.4783874915095,-356.7799980992005,-647.7705003386646,1186064.2802186937,False,-0.09836653688093876,-0.0637695287951072,-0.2051467909902673,-0.3969329548701289,-0.3528359322019775,-1.7341611397810126,0.22307582823444108,0.09219346127353287,-0.841948466547383,0.48255602807801934,-2.744467092688774,-0.29073836625898003,-2.041819760039025
310.0,-0.10542736264260652,0.2721039203733035,0.05524209904706706,-590.8660910182316,-187.85471097347062,-583.9087562140182,725361.5655334931,False,-0.10154938323933065,-0.06656482335731954,-0.21942281212722248,-0.398778632721729,-0.3459877120772039,-1.8348441436232825,0.23505988790584748,0.12347636136517266,-0.8596458878642553,0.4364738076446099,-2.689195930336876,-0.30086675358907444,-2.1322176559623274
321.0,-0.015671831501115858,0.14101642149547014,-0.03830704765063664,-675.2336217726427,-253.77403265808863,-604.51326553267,885777.9918287212,False,-0.10595616180997829,-0.07030298855500827,-0.24025075212211688,-0.4024538340036939,-0.3336786887709637,-1.9520540377594382,0.24650286278207947,0.1683869565531853,-0.8832712340043367,0.36154404805424645,-2.616844557463536,-0.31908636186161443,-2.2781797006871183
331.0,-0.00710647898220176,0.12448446435028307,-0.04139930683491354,-675.6825827241131,-253.67027128291505,-600.359813976024,881327.465366802,False,-0.11000051207369575,-0.07358307053906225,-0.2602851338536182,-0.406416218609412,-0.32233770878653445,-2.0548223096204365,0.2550256785168153,0.20771082409242203,-0.8984492787999375,0.2908728421076071,-2.554322604540546,-0.34417523732018546,-2.4103777810936142
341.0,-0.01660416551182378,0.14086281805056344,-0.03421188836423174,-671.9472347864757,-250.09656529463905,-595.2643464726143,868401.0204908354,False,-0.11408866851892047,-0.0767426276005416,-0.2813456073875104,-0.41121507041639466,-0.3095737029649136,-2.1572723958523348,0.2618813705812297,0.24523960623008373,-0.9074445184679186,0.21867814061112117,-2.495764532107326,-0.37688786300596766,-2.541187110852408
351.0,0.2532393208873487,0.038473729478520624,-0.5594249749531207,-670.1077468710708,-254.24256336463242,-589.2364847509483,860883.3084044969,False,-0.11820262918654578,-0.07972047816030577,-0.30313102021942784,-0.4115770631117998,-0.285996409054783,-2.1998101707222557,0.2663966417329975,0.2806312410560017,-0.9104925846466715,0.1458841633631733,-2.4426961824933264,-0.41503835143729956,-2.6706919289019813
362.0,0.47876112401912313,-0.04914140037324595,-0.817481052194541,143.7533425394943,-490.28586658323684,-154.20920966915483,284825.73480933806,False,-0.1227162304653269,-0.08281145766064432,-0.32736227899159714,-0.409077714635162,-0.27599986381070735,-2.205873242387728,0.22153831605168237,0.3042871725714424,-0.9156623888351164,0.1410407061887816,-2.4285906814052796,-0.3255973964037601,-2.7137449077992755
372.0,0.029180931963454244,0.13427840126233187,0.1382548389402323,989.5198395509137,-731.6394451248311,293.46352975217246,1600566.633822041,False,-0.1268797753971551,-0.08555415027397281,-0.34997106773259695,-0.42363126943467433,-0.2725386628666514,-2.3158845054915616,0.13234868612257172,0.30721641620584417,-0.9198243754632663,0.20500004194847993,-2.4680545957750857,-0.11778851878303608,-2.66174254290064
381.0,0.07392384012283831,0.11673575317301092,0.024958635335750906,871.2839660828963,-692.998089745677,228.51931770274143,1291603.1805076255,False,-0.13074514871774606,-0.08799282306029847,-0.37122293741149043,-0.4353405795671552,-0.2693886226582799,-2.4067532009173416,0.05764305595532739,0.3098599734928324,-0.914879774384643,0.2523074976076952,-2.5020481345714054,0.05090904456082171,-2.6202673271508696
382.0,0.07638760789745679,0.11573412728003653,0.01991004856417792,858.146646808672,-688.7046058146598,221.30329414169353,1259704.8494972584,False,-0.13118112293727438,-0.08826207539939063,-0.37363482388059843,-0.43660785962765103,-0.2691160555046065,-2.4170197368744173,0.04934036150520571,0.3100284422234545,-0.9138916661437575,0.2573905909158701,-2.506197209728481,0.06946918003451891,-2.6153828387066946
391.0,0.09856151786902312,0.10671949424326713,-0.025527232379978976,824.6893704159864,-674.2543166551555,201.42446844751618,1175303.2576945913,False,-0.13516784189153686,-0.0906716022618836,-0.3957854266483438,-0.44932968576355825,-0.26633435838217157,-2.5053364337365975,-0.022731518865672304,0.3114924913518883,-0.901503844079059,0.2995772437821884,-2.543852195316049,0.2296299752936915,-2.5709684736045433
401.0,0.08728416101121017,0.11118908111577822,-0.005813696576192844,846.5767051540682,-675.9747573111479,210.8806820595426,1218104.6522972812,False,-0.13972613555304556,-0.0933239081047783,-0.4213509492164819,-0.46232904653834433,-0.26412681019612283,-2.607768079888688,-0.10354806950219027,0.30975335665331016,-0.8797357128006505,0.3455368735280042,-2.599822631363489,0.40743138173961996,-2.5076846064793155
412.0,0.011784675809993877,-0.5561681671908448,-1.6742987174940551,451.1899345881575,-130.68467770508673,13.491413565716776,220832.86030054942,False,-0.14505473375372954,-0.09588115250979772,-0.4496727146044598,-0.5065069901716209,-0.20082671787662537,-2.5416438083512025,-0.1281827519011731,0.30821647798087237,-0.8631739805396779,0.3788171909185177,-2.631326889031335,0.4721514868402234,-2.439801429906159
422.0,0.09313047042367643,0.017300179917129947,-0.01363790001840735,-632.0439456799982,914.5447852561965,-349.5589031895182,1358063.140309102,False,-0.15016203751509546,-0.0979098778553794,-0.4755807648774042,-0.5149537543729716,-0.20491836088042406,-2.6399662394727264,-0.029465590670957234,0.31013442866330837,-0.880318301981901,0.3577542484999969,-2.56424263389775,0.2773231044010621,-2.452424942774839
432.0,0.06235476647272718,0.10988304413813205,0.15162671404293898,-639.0385359745383,814.3396948239996,-307.5495295282592,1166106.1021395794,False,-0.1553441550829325,-0.09999216027109577,-0.502555866884745,-0.5214697591467542,-0.2115381222532777,-2.7550541619972,0.06035293154730183,0.3087432210663075,-0.8900523444192919,0.3299120660008812,-2.5078451282529786,0.09643107326586964,-2.463305507461033
442.0,0.06395282401721389,0.043563484800136595,-0.017839495249352147,-548.9090816906506,754.6510855525105,-287.89695674400434,953684.098590515,False,-0.16059744986641888,-0.10210542475246824,-0.5305921191302176,-0.5291891973905758,-0.21111477469713125,-2.852196286934837,0.14236405150385348,0.30562610908983573,-0.8908423263274275,0.30450797675192814,-2.4565900879347047,-0.06756807071881166,-2.4587544801130705
451.0,0.44708172157951154,-0.017727268343792246,-0.6417491754430967,-494.23794560128044,753.8072359766359,-254.23655715216628,877132.7228754966,False,-0.16547573563279258,-0.10393068400935918,-0.5563805144864181,-0.5548743062133237,-0.1944983935572831,-2.878558236514717,0.212695705016903,0.2991065536414776,-0.8857493648774172,0.2841546572824954,-2.413935010146185,-0.20830836473271247,-2.4411570778247627
453.0,0.46082618726058605,-0.012095027296578548,-0.6787826734195129,-482.0888042480872,753.6197138486637,-246.7564683539801,861241.0429572209,False,-0.16658918123141836,-0.10431513678377977,-0.5621422559866053,-0.5585712920594532,-0.18995438088454528,-2.88318326357572,0.2280615493178148,0.29735808120894375,-0.8839398183765691,0.2796721272327497,-2.404157130866583,-0.23913243137199172,-2.4359636797711954
461.0,0.515804049984884,0.010433936892276367,-0.8269166653251778,386.88154608217883,419.01045251366526,258.27602036547404,391953.5927104704,False,-0.17111484860546652,-0.10573349927644725,-0.5852386266742362,-0.5728455514977555,-0.1646362422940298,-2.8909094083381865,0.2406625684905267,0.2791825971339726,-0.8742851169512771,0.31585461823846156,-2.420467975681688,-0.2469557217791276,-2.3547091857197033
472.0,0.10100653066619387,-0.056738852235149406,-0.07691898000023278,413.93115611781167,238.4319495096878,246.6945358576562,289046.9905740429,False,-0.1774270901180348,-0.1075550074157039,-0.6175510075866699,-0.5748347235397864,-0.16654705574229325,-2.9840689393869217,0.24191849897470985,0.26050800977483957,-0.8616336209852041,0.3622133623776198,-2.4456770438008126,-0.2301989810846621,-2.2618726642520524
